"site","replica","cover","subregion","region","chl_mean","sst_mean","fwd_mean","wf_log","rugosity","inclinacao","easting","northing","distance_S","str_size","str_ab"
"Maricá",9,0.65,"MRRJ","W-E",6.882,24.17,0.609,4.0368,1.183,18.25,736321.673835296,7459240.54129038,442.008565,25.5026262626263,47
"Maricá",10,0.56,"MRRJ","W-E",6.882,24.17,0.609,4.0368,1.183,18.25,736321.673835296,7459240.54129038,442.008565,25.5026262626263,47
"Matarazzo",1,0.94,"Ubatuba","SW-NE",5.68,25.804,0.748,3.504823,1.262,23.8,493486.734717146,7408702.81349276,197.302227,28.067,2
"Matarazzo",2,0.93,"Ubatuba","SW-NE",5.68,25.804,0.748,3.504823,1.262,23.8,493486.734717146,7408702.81349276,197.302227,28.067,2
"Matarazzo",3,0.97,"Ubatuba","SW-NE",5.68,25.804,0.748,3.504823,1.262,23.8,493486.734717146,7408702.81349276,197.302227,28.067,2
"Matarazzo",4,0.98,"Ubatuba","SW-NE",5.68,25.804,0.748,3.504823,1.262,23.8,493486.734717146,7408702.81349276,197.302227,28.067,2
"Matarazzo",5,1,"Ubatuba","SW-NE",5.68,25.804,0.748,3.504823,1.262,23.8,493486.734717146,7408702.81349276,197.302227,28.067,2
"Matarazzo",6,0.85,"Ubatuba","SW-NE",5.68,25.804,0.748,3.504823,1.262,23.8,493486.734717146,7408702.81349276,197.302227,28.067,2
"Matarazzo",7,0.98,"Ubatuba","SW-NE",5.68,25.804,0.748,3.504823,1.262,23.8,493486.734717146,7408702.81349276,197.302227,28.067,2
"Matarazzo",8,0.97,"Ubatuba","SW-NE",5.68,25.804,0.748,3.504823,1.262,23.8,493486.734717146,7408702.81349276,197.302227,28.067,2
"Matarazzo",9,0.81,"Ubatuba","SW-NE",5.68,25.804,0.748,3.504823,1.262,23.8,493486.734717146,7408702.81349276,197.302227,28.067,2
"Matarazzo",10,0.97,"Ubatuba","SW-NE",5.68,25.804,0.748,3.504823,1.262,23.8,493486.734717146,7408702.81349276,197.302227,28.067,2
"Alta",1,0,"SCRJ","W-E",3.585,25.422,0.547,3.15165,1.222,49.3333333333333,588037.37033269,7452438.20042454,301.503201,NA,NA
"Alta",2,0,"SCRJ","W-E",3.585,25.422,0.547,3.15165,1.222,49.3333333333333,588037.37033269,7452438.20042454,301.503201,NA,NA
"Alta",3,0,"SCRJ","W-E",3.585,25.422,0.547,3.15165,1.222,49.3333333333333,588037.37033269,7452438.20042454,301.503201,NA,NA
"Alta",4,0,"SCRJ","W-E",3.585,25.422,0.547,3.15165,1.222,49.3333333333333,588037.37033269,7452438.20042454,301.503201,NA,NA
"Alta",5,0,"SCRJ","W-E",3.585,25.422,0.547,3.15165,1.222,49.3333333333333,588037.37033269,7452438.20042454,301.503201,NA,NA
"Alta",6,0,"SCRJ","W-E",3.585,25.422,0.547,3.15165,1.222,49.3333333333333,588037.37033269,7452438.20042454,301.503201,NA,NA
"Alta",7,0,"SCRJ","W-E",3.585,25.422,0.547,3.15165,1.222,49.3333333333333,588037.37033269,7452438.20042454,301.503201,NA,NA
"Alta",8,0,"SCRJ","W-E",3.585,25.422,0.547,3.15165,1.222,49.3333333333333,588037.37033269,7452438.20042454,301.503201,NA,NA
"Alta",9,0,"SCRJ","W-E",3.585,25.422,0.547,3.15165,1.222,49.3333333333333,588037.37033269,7452438.20042454,301.503201,NA,NA
"Alta",10,0,"SCRJ","W-E",3.585,25.422,0.547,3.15165,1.222,49.3333333333333,588037.37033269,7452438.20042454,301.503201,NA,NA
"Branca",1,0.83,"MRBS","SW-NE",5.304,25.231,0.849,3.997371,1.179,25.1,384191.723618774,7359449.58665379,77.516054,25.0045714285714,14
"Branca",2,0.89,"MRBS","SW-NE",5.304,25.231,0.849,3.997371,1.179,25.1,384191.723618774,7359449.58665379,77.516054,25.0045714285714,14
"Branca",3,0.94,"MRBS","SW-NE",5.304,25.231,0.849,3.997371,1.179,25.1,384191.723618774,7359449.58665379,77.516054,25.0045714285714,14
"Branca",4,0.97,"MRBS","SW-NE",5.304,25.231,0.849,3.997371,1.179,25.1,384191.723618774,7359449.58665379,77.516054,25.0045714285714,14
"Branca",5,0.58,"MRBS","SW-NE",5.304,25.231,0.849,3.997371,1.179,25.1,384191.723618774,7359449.58665379,77.516054,25.0045714285714,14
"Branca",6,0.79,"MRBS","SW-NE",5.304,25.231,0.849,3.997371,1.179,25.1,384191.723618774,7359449.58665379,77.516054,25.0045714285714,14
"Branca",7,0.82,"MRBS","SW-NE",5.304,25.231,0.849,3.997371,1.179,25.1,384191.723618774,7359449.58665379,77.516054,25.0045714285714,14
"Branca",8,0.71,"MRBS","SW-NE",5.304,25.231,0.849,3.997371,1.179,25.1,384191.723618774,7359449.58665379,77.516054,25.0045714285714,14
"Branca",9,0.95,"MRBS","SW-NE",5.304,25.231,0.849,3.997371,1.179,25.1,384191.723618774,7359449.58665379,77.516054,25.0045714285714,14
"Branca",10,0.96,"MRBS","SW-NE",5.304,25.231,0.849,3.997371,1.179,25.1,384191.723618774,7359449.58665379,77.516054,25.0045714285714,14
"Forno (Arraial do Cabo)",1,0.92,"LRRJ","W-E",2.211,23.091,0.555,3.037608,1.277,16.9,806079.884331694,7456829.61603413,508.112418,27.044358974359,30
"Forno (Arraial do Cabo)",2,0.8,"LRRJ","W-E",2.211,23.091,0.555,3.037608,1.277,16.9,806079.884331694,7456829.61603413,508.112418,27.044358974359,30
"Forno (Arraial do Cabo)",3,0.57,"LRRJ","W-E",2.211,23.091,0.555,3.037608,1.277,16.9,806079.884331694,7456829.61603413,508.112418,27.044358974359,30
"Forno (Arraial do Cabo)",4,0.47,"LRRJ","W-E",2.211,23.091,0.555,3.037608,1.277,16.9,806079.884331694,7456829.61603413,508.112418,27.044358974359,30
"Forno (Arraial do Cabo)",5,0.92,"LRRJ","W-E",2.211,23.091,0.555,3.037608,1.277,16.9,806079.884331694,7456829.61603413,508.112418,27.044358974359,30
"Forno (Arraial do Cabo)",6,0.65,"LRRJ","W-E",2.211,23.091,0.555,3.037608,1.277,16.9,806079.884331694,7456829.61603413,508.112418,27.044358974359,30
"Forno (Arraial do Cabo)",7,0.59,"LRRJ","W-E",2.211,23.091,0.555,3.037608,1.277,16.9,806079.884331694,7456829.61603413,508.112418,27.044358974359,30
"Forno (Arraial do Cabo)",8,0.97,"LRRJ","W-E",2.211,23.091,0.555,3.037608,1.277,16.9,806079.884331694,7456829.61603413,508.112418,27.044358974359,30
"Forno (Arraial do Cabo)",9,NA,"LRRJ","W-E",2.211,23.091,0.555,3.037608,1.277,16.9,806079.884331694,7456829.61603413,508.112418,27.044358974359,30
"Forno (Arraial do Cabo)",10,NA,"LRRJ","W-E",2.211,23.091,0.555,3.037608,1.277,16.9,806079.884331694,7456829.61603413,508.112418,27.044358974359,30
"Grande (Ubatuba)",1,0.86,"Ubatuba","SW-NE",2.172,24.905,0.676,3.61215,1.076,18.55,493899.01989123,7404772.92373239,195.98724,21.8047368421053,44
"Grande (Ubatuba)",2,0.55,"Ubatuba","SW-NE",2.172,24.905,0.676,3.61215,1.076,18.55,493899.01989123,7404772.92373239,195.98724,21.8047368421053,44
"Grande (Ubatuba)",3,0.47,"Ubatuba","SW-NE",2.172,24.905,0.676,3.61215,1.076,18.55,493899.01989123,7404772.92373239,195.98724,21.8047368421053,44
"Grande (Ubatuba)",4,0.65,"Ubatuba","SW-NE",2.172,24.905,0.676,3.61215,1.076,18.55,493899.01989123,7404772.92373239,195.98724,21.8047368421053,44
"Grande (Ubatuba)",5,0.87,"Ubatuba","SW-NE",2.172,24.905,0.676,3.61215,1.076,18.55,493899.01989123,7404772.92373239,195.98724,21.8047368421053,44
"Grande (Ubatuba)",6,0.59,"Ubatuba","SW-NE",2.172,24.905,0.676,3.61215,1.076,18.55,493899.01989123,7404772.92373239,195.98724,21.8047368421053,44
"Grande (Ubatuba)",7,0.17,"Ubatuba","SW-NE",2.172,24.905,0.676,3.61215,1.076,18.55,493899.01989123,7404772.92373239,195.98724,21.8047368421053,44
"Grande (Ubatuba)",8,0.54,"Ubatuba","SW-NE",2.172,24.905,0.676,3.61215,1.076,18.55,493899.01989123,7404772.92373239,195.98724,21.8047368421053,44
"Grande (Ubatuba)",9,0.33,"Ubatuba","SW-NE",2.172,24.905,0.676,3.61215,1.076,18.55,493899.01989123,7404772.92373239,195.98724,21.8047368421053,44
"Grande (Ubatuba)",10,0.66,"Ubatuba","SW-NE",2.172,24.905,0.676,3.61215,1.076,18.55,493899.01989123,7404772.92373239,195.98724,21.8047368421053,44
"Meio",1,0.55,"Ubatuba","SW-NE",1.669,25.452,0.522,3.5907,1.103,8.91666666666667,528183.194385148,7417252.00884056,232.354345,26.822,NA
"Meio",2,0.59,"Ubatuba","SW-NE",1.669,25.452,0.522,3.5907,1.103,8.91666666666667,528183.194385148,7417252.00884056,232.354345,26.822,NA
"Meio",3,0.69,"Ubatuba","SW-NE",1.669,25.452,0.522,3.5907,1.103,8.91666666666667,528183.194385148,7417252.00884056,232.354345,26.822,NA
"Meio",4,0.59,"Ubatuba","SW-NE",1.669,25.452,0.522,3.5907,1.103,8.91666666666667,528183.194385148,7417252.00884056,232.354345,26.822,NA
"Meio",5,0.68,"Ubatuba","SW-NE",1.669,25.452,0.522,3.5907,1.103,8.91666666666667,528183.194385148,7417252.00884056,232.354345,26.822,NA
"Meio",6,0.42,"Ubatuba","SW-NE",1.669,25.452,0.522,3.5907,1.103,8.91666666666667,528183.194385148,7417252.00884056,232.354345,26.822,NA
"Meio",7,0.46,"Ubatuba","SW-NE",1.669,25.452,0.522,3.5907,1.103,8.91666666666667,528183.194385148,7417252.00884056,232.354345,26.822,NA
"Meio",8,0.78,"Ubatuba","SW-NE",1.669,25.452,0.522,3.5907,1.103,8.91666666666667,528183.194385148,7417252.00884056,232.354345,26.822,NA
"Meio",9,0.82,"Ubatuba","SW-NE",1.669,25.452,0.522,3.5907,1.103,8.91666666666667,528183.194385148,7417252.00884056,232.354345,26.822,NA
"Meio",10,0.73,"Ubatuba","SW-NE",1.669,25.452,0.522,3.5907,1.103,8.91666666666667,528183.194385148,7417252.00884056,232.354345,26.822,NA
"Morto",1,0,"SCRJ","W-E",9.98,26.013,0.842,2.63851,1.258,20.3333333333333,537209.990509559,7450979.86640698,255.840741,NA,NA
"Morto",2,0,"SCRJ","W-E",9.98,26.013,0.842,2.63851,1.258,20.3333333333333,537209.990509559,7450979.86640698,255.840741,NA,NA
"Morto",3,0,"SCRJ","W-E",9.98,26.013,0.842,2.63851,1.258,20.3333333333333,537209.990509559,7450979.86640698,255.840741,NA,NA
"Morto",4,0,"SCRJ","W-E",9.98,26.013,0.842,2.63851,1.258,20.3333333333333,537209.990509559,7450979.86640698,255.840741,NA,NA
"Morto",5,0,"SCRJ","W-E",9.98,26.013,0.842,2.63851,1.258,20.3333333333333,537209.990509559,7450979.86640698,255.840741,NA,NA
"Morto",6,0,"SCRJ","W-E",9.98,26.013,0.842,2.63851,1.258,20.3333333333333,537209.990509559,7450979.86640698,255.840741,NA,NA
"Morto",7,0,"SCRJ","W-E",9.98,26.013,0.842,2.63851,1.258,20.3333333333333,537209.990509559,7450979.86640698,255.840741,NA,NA
"Morto",8,0,"SCRJ","W-E",9.98,26.013,0.842,2.63851,1.258,20.3333333333333,537209.990509559,7450979.86640698,255.840741,NA,NA
"Morto",9,0,"SCRJ","W-E",9.98,26.013,0.842,2.63851,1.258,20.3333333333333,537209.990509559,7450979.86640698,255.840741,NA,NA
"Morto",10,0,"SCRJ","W-E",9.98,26.013,0.842,2.63851,1.258,20.3333333333333,537209.990509559,7450979.86640698,255.840741,NA,NA
"Preta",1,0.94,"MRBS","SW-NE",7.72,25.084,0.856,3.949347,1.161,20.4,383984.694110955,7359235.31220712,77.231697,29.0592592592593,29
"Preta",2,0.94,"MRBS","SW-NE",7.72,25.084,0.856,3.949347,1.161,20.4,383984.694110955,7359235.31220712,77.231697,29.0592592592593,29
"Preta",3,0.89,"MRBS","SW-NE",7.72,25.084,0.856,3.949347,1.161,20.4,383984.694110955,7359235.31220712,77.231697,29.0592592592593,29
"Preta",4,0.82,"MRBS","SW-NE",7.72,25.084,0.856,3.949347,1.161,20.4,383984.694110955,7359235.31220712,77.231697,29.0592592592593,29
"Preta",5,0.86,"MRBS","SW-NE",7.72,25.084,0.856,3.949347,1.161,20.4,383984.694110955,7359235.31220712,77.231697,29.0592592592593,29
"Preta",6,0.97,"MRBS","SW-NE",7.72,25.084,0.856,3.949347,1.161,20.4,383984.694110955,7359235.31220712,77.231697,29.0592592592593,29
"Preta",7,0.86,"MRBS","SW-NE",7.72,25.084,0.856,3.949347,1.161,20.4,383984.694110955,7359235.31220712,77.231697,29.0592592592593,29
"Preta",8,0.92,"MRBS","SW-NE",7.72,25.084,0.856,3.949347,1.161,20.4,383984.694110955,7359235.31220712,77.231697,29.0592592592593,29
"Preta",9,0.72,"MRBS","SW-NE",7.72,25.084,0.856,3.949347,1.161,20.4,383984.694110955,7359235.31220712,77.231697,29.0592592592593,29
"Preta",10,0.97,"MRBS","SW-NE",7.72,25.084,0.856,3.949347,1.161,20.4,383984.694110955,7359235.31220712,77.231697,29.0592592592593,29
"Sonho",1,0.9,"MRBS","SW-NE",9.866,25.275,0.994,4.073635,1.173,19.1,317059.875562896,7322861.2213644,1.051875,20.4919512195122,8
"Sonho",2,0.92,"MRBS","SW-NE",9.866,25.275,0.994,4.073635,1.173,19.1,317059.875562896,7322861.2213644,1.051875,20.4919512195122,8
"Sonho",3,0.89,"MRBS","SW-NE",9.866,25.275,0.994,4.073635,1.173,19.1,317059.875562896,7322861.2213644,1.051875,20.4919512195122,8
"Sonho",4,0.97,"MRBS","SW-NE",9.866,25.275,0.994,4.073635,1.173,19.1,317059.875562896,7322861.2213644,1.051875,20.4919512195122,8
"Sonho",5,0.91,"MRBS","SW-NE",9.866,25.275,0.994,4.073635,1.173,19.1,317059.875562896,7322861.2213644,1.051875,20.4919512195122,8
"Sonho",6,0.89,"MRBS","SW-NE",9.866,25.275,0.994,4.073635,1.173,19.1,317059.875562896,7322861.2213644,1.051875,20.4919512195122,8
"Sonho",7,0.91,"MRBS","SW-NE",9.866,25.275,0.994,4.073635,1.173,19.1,317059.875562896,7322861.2213644,1.051875,20.4919512195122,8
"Sonho",8,0.88,"MRBS","SW-NE",9.866,25.275,0.994,4.073635,1.173,19.1,317059.875562896,7322861.2213644,1.051875,20.4919512195122,8
"Sonho",9,0.87,"MRBS","SW-NE",9.866,25.275,0.994,4.073635,1.173,19.1,317059.875562896,7322861.2213644,1.051875,20.4919512195122,8
"Sonho",10,0.89,"MRBS","SW-NE",9.866,25.275,0.994,4.073635,1.173,19.1,317059.875562896,7322861.2213644,1.051875,20.4919512195122,8
"Vermelha",1,0,"MRRJ","W-E",8.44,23.979,0.958,3.118625,1.363,29.65,688313.141341145,7460397.23132872,397.050972,20.517,94
"Vermelha",2,0.03,"MRRJ","W-E",8.44,23.979,0.958,3.118625,1.363,29.65,688313.141341145,7460397.23132872,397.050972,20.517,94
"Vermelha",3,0.88,"MRRJ","W-E",8.44,23.979,0.958,3.118625,1.363,29.65,688313.141341145,7460397.23132872,397.050972,20.517,94
"Vermelha",4,0,"MRRJ","W-E",8.44,23.979,0.958,3.118625,1.363,29.65,688313.141341145,7460397.23132872,397.050972,20.517,94
"Vermelha",5,0.32,"MRRJ","W-E",8.44,23.979,0.958,3.118625,1.363,29.65,688313.141341145,7460397.23132872,397.050972,20.517,94
"Vermelha",6,0.5,"MRRJ","W-E",8.44,23.979,0.958,3.118625,1.363,29.65,688313.141341145,7460397.23132872,397.050972,20.517,94
"Vermelha",7,0.68,"MRRJ","W-E",8.44,23.979,0.958,3.118625,1.363,29.65,688313.141341145,7460397.23132872,397.050972,20.517,94
"Vermelha",8,0.52,"MRRJ","W-E",8.44,23.979,0.958,3.118625,1.363,29.65,688313.141341145,7460397.23132872,397.050972,20.517,94
"Vermelha",9,0.45,"MRRJ","W-E",8.44,23.979,0.958,3.118625,1.363,29.65,688313.141341145,7460397.23132872,397.050972,20.517,94
"Vermelha",10,0,"MRRJ","W-E",8.44,23.979,0.958,3.118625,1.363,29.65,688313.141341145,7460397.23132872,397.050972,20.517,94
"Pernambuco",1,0.96,"MRBS","SW-NE",5.843,24.923,0.839,3.902347,1.28,25.2,379518.70552796,7348143.83638364,68.432329,30.9730769230769,49
"Pernambuco",2,0.53,"MRBS","SW-NE",5.843,24.923,0.839,3.902347,1.28,25.2,379518.70552796,7348143.83638364,68.432329,30.9730769230769,49
"Pernambuco",3,0.49,"MRBS","SW-NE",5.843,24.923,0.839,3.902347,1.28,25.2,379518.70552796,7348143.83638364,68.432329,30.9730769230769,49
"Pernambuco",4,0.65,"MRBS","SW-NE",5.843,24.923,0.839,3.902347,1.28,25.2,379518.70552796,7348143.83638364,68.432329,30.9730769230769,49
"Pernambuco",5,0.49,"MRBS","SW-NE",5.843,24.923,0.839,3.902347,1.28,25.2,379518.70552796,7348143.83638364,68.432329,30.9730769230769,49
"Pernambuco",6,0.6,"MRBS","SW-NE",5.843,24.923,0.839,3.902347,1.28,25.2,379518.70552796,7348143.83638364,68.432329,30.9730769230769,49
"Pernambuco",7,0.39,"MRBS","SW-NE",5.843,24.923,0.839,3.902347,1.28,25.2,379518.70552796,7348143.83638364,68.432329,30.9730769230769,49
"Pernambuco",8,0.72,"MRBS","SW-NE",5.843,24.923,0.839,3.902347,1.28,25.2,379518.70552796,7348143.83638364,68.432329,30.9730769230769,49
"Pernambuco",9,0.56,"MRBS","SW-NE",5.843,24.923,0.839,3.902347,1.28,25.2,379518.70552796,7348143.83638364,68.432329,30.9730769230769,49
"Pernambuco",10,0.95,"MRBS","SW-NE",5.843,24.923,0.839,3.902347,1.28,25.2,379518.70552796,7348143.83638364,68.432329,30.9730769230769,49
"Pescadores",1,1,"MRBS","SW-NE",8.049,25.222,1,4.11954,1.213,15.2,317882.296414225,7323065.64732215,1.88191,21.1333333333333,19
"Pescadores",2,0.94,"MRBS","SW-NE",8.049,25.222,1,4.11954,1.213,15.2,317882.296414225,7323065.64732215,1.88191,21.1333333333333,19
"Pescadores",3,0.9,"MRBS","SW-NE",8.049,25.222,1,4.11954,1.213,15.2,317882.296414225,7323065.64732215,1.88191,21.1333333333333,19
"Pescadores",4,0.87,"MRBS","SW-NE",8.049,25.222,1,4.11954,1.213,15.2,317882.296414225,7323065.64732215,1.88191,21.1333333333333,19
"Pescadores",5,0.96,"MRBS","SW-NE",8.049,25.222,1,4.11954,1.213,15.2,317882.296414225,7323065.64732215,1.88191,21.1333333333333,19
"Pescadores",6,0.85,"MRBS","SW-NE",8.049,25.222,1,4.11954,1.213,15.2,317882.296414225,7323065.64732215,1.88191,21.1333333333333,19
"Pescadores",7,0.97,"MRBS","SW-NE",8.049,25.222,1,4.11954,1.213,15.2,317882.296414225,7323065.64732215,1.88191,21.1333333333333,19
"Pescadores",8,0.8,"MRBS","SW-NE",8.049,25.222,1,4.11954,1.213,15.2,317882.296414225,7323065.64732215,1.88191,21.1333333333333,19
"Pescadores",9,0.84,"MRBS","SW-NE",8.049,25.222,1,4.11954,1.213,15.2,317882.296414225,7323065.64732215,1.88191,21.1333333333333,19
"Pescadores",10,0.87,"MRBS","SW-NE",8.049,25.222,1,4.11954,1.213,15.2,317882.296414225,7323065.64732215,1.88191,21.1333333333333,19
"Picinguaba",1,0.91,"Ubatuba","SW-NE",2.603,24.98,0.515,3.074111,1.328,20,516429.142197939,7415010.85234412,220.743634,32.08,5
"Picinguaba",2,0.66,"Ubatuba","SW-NE",2.603,24.98,0.515,3.074111,1.328,20,516429.142197939,7415010.85234412,220.743634,32.08,5
"Picinguaba",3,0.71,"Ubatuba","SW-NE",2.603,24.98,0.515,3.074111,1.328,20,516429.142197939,7415010.85234412,220.743634,32.08,5
"Picinguaba",4,0.64,"Ubatuba","SW-NE",2.603,24.98,0.515,3.074111,1.328,20,516429.142197939,7415010.85234412,220.743634,32.08,5
"Picinguaba",5,0.72,"Ubatuba","SW-NE",2.603,24.98,0.515,3.074111,1.328,20,516429.142197939,7415010.85234412,220.743634,32.08,5
"Picinguaba",6,0.59,"Ubatuba","SW-NE",2.603,24.98,0.515,3.074111,1.328,20,516429.142197939,7415010.85234412,220.743634,32.08,5
"Picinguaba",7,0.73,"Ubatuba","SW-NE",2.603,24.98,0.515,3.074111,1.328,20,516429.142197939,7415010.85234412,220.743634,32.08,5
"Picinguaba",8,0.22,"Ubatuba","SW-NE",2.603,24.98,0.515,3.074111,1.328,20,516429.142197939,7415010.85234412,220.743634,32.08,5
"Picinguaba",9,0.53,"Ubatuba","SW-NE",2.603,24.98,0.515,3.074111,1.328,20,516429.142197939,7415010.85234412,220.743634,32.08,5
"Picinguaba",10,0.8,"Ubatuba","SW-NE",2.603,24.98,0.515,3.074111,1.328,20,516429.142197939,7415010.85234412,220.743634,32.08,5
"Piratininga",1,0,"MRRJ","W-E",12.596,23.964,0.988,4.040167,1.047,15.25,697650.916073022,7459897.64217778,405.648143,27.2395588235294,1
"Piratininga",2,0,"MRRJ","W-E",12.596,23.964,0.988,4.040167,1.047,15.25,697650.916073022,7459897.64217778,405.648143,27.2395588235294,1
"Piratininga",3,0,"MRRJ","W-E",12.596,23.964,0.988,4.040167,1.047,15.25,697650.916073022,7459897.64217778,405.648143,27.2395588235294,1
"Piratininga",4,0.25,"MRRJ","W-E",12.596,23.964,0.988,4.040167,1.047,15.25,697650.916073022,7459897.64217778,405.648143,27.2395588235294,1
"Piratininga",5,0.58,"MRRJ","W-E",12.596,23.964,0.988,4.040167,1.047,15.25,697650.916073022,7459897.64217778,405.648143,27.2395588235294,1
"Piratininga",6,0.62,"MRRJ","W-E",12.596,23.964,0.988,4.040167,1.047,15.25,697650.916073022,7459897.64217778,405.648143,27.2395588235294,1
"Piratininga",7,0.58,"MRRJ","W-E",12.596,23.964,0.988,4.040167,1.047,15.25,697650.916073022,7459897.64217778,405.648143,27.2395588235294,1
"Piratininga",8,0.78,"MRRJ","W-E",12.596,23.964,0.988,4.040167,1.047,15.25,697650.916073022,7459897.64217778,405.648143,27.2395588235294,1
"Piratininga",9,0.01,"MRRJ","W-E",12.596,23.964,0.988,4.040167,1.047,15.25,697650.916073022,7459897.64217778,405.648143,27.2395588235294,1
"Piratininga",10,0,"MRRJ","W-E",12.596,23.964,0.988,4.040167,1.047,15.25,697650.916073022,7459897.64217778,405.648143,27.2395588235294,1
"Ponta da Cabeça",1,0.45,"LRRJ","W-E",2.685,23.091,0.568,3.822869,1.202,16.6666666666667,804012.846755643,7455976.98944643,505.89509,23.8235,13
"Ponta da Cabeça",2,0.56,"LRRJ","W-E",2.685,23.091,0.568,3.822869,1.202,16.6666666666667,804012.846755643,7455976.98944643,505.89509,23.8235,13
"Ponta da Cabeça",3,0.27,"LRRJ","W-E",2.685,23.091,0.568,3.822869,1.202,16.6666666666667,804012.846755643,7455976.98944643,505.89509,23.8235,13
"Ponta da Cabeça",4,0.54,"LRRJ","W-E",2.685,23.091,0.568,3.822869,1.202,16.6666666666667,804012.846755643,7455976.98944643,505.89509,23.8235,13
"Ponta da Cabeça",5,0.68,"LRRJ","W-E",2.685,23.091,0.568,3.822869,1.202,16.6666666666667,804012.846755643,7455976.98944643,505.89509,23.8235,13
"Ponta da Cabeça",6,0.48,"LRRJ","W-E",2.685,23.091,0.568,3.822869,1.202,16.6666666666667,804012.846755643,7455976.98944643,505.89509,23.8235,13
"Ponta da Cabeça",7,0.07,"LRRJ","W-E",2.685,23.091,0.568,3.822869,1.202,16.6666666666667,804012.846755643,7455976.98944643,505.89509,23.8235,13
"Ponta da Cabeça",8,0.46,"LRRJ","W-E",2.685,23.091,0.568,3.822869,1.202,16.6666666666667,804012.846755643,7455976.98944643,505.89509,23.8235,13
"Ponta da Cabeça",9,0.59,"LRRJ","W-E",2.685,23.091,0.568,3.822869,1.202,16.6666666666667,804012.846755643,7455976.98944643,505.89509,23.8235,13
"Ponta da Cabeça",10,0.15,"LRRJ","W-E",2.685,23.091,0.568,3.822869,1.202,16.6666666666667,804012.846755643,7455976.98944643,505.89509,23.8235,13
"Pontal da Cruz",1,0.9,"SSCh","SW-NE",5.024,25.011,0.839,2.793518,1.333,23.8,459225.659242564,7370773.56963534,151.088445,34.12375,27
"Pontal da Cruz",2,0.93,"SSCh","SW-NE",5.024,25.011,0.839,2.793518,1.333,23.8,459225.659242564,7370773.56963534,151.088445,34.12375,27
"Pontal da Cruz",3,0.36,"SSCh","SW-NE",5.024,25.011,0.839,2.793518,1.333,23.8,459225.659242564,7370773.56963534,151.088445,34.12375,27
"Pontal da Cruz",4,0.66,"SSCh","SW-NE",5.024,25.011,0.839,2.793518,1.333,23.8,459225.659242564,7370773.56963534,151.088445,34.12375,27
"Pontal da Cruz",5,0.75,"SSCh","SW-NE",5.024,25.011,0.839,2.793518,1.333,23.8,459225.659242564,7370773.56963534,151.088445,34.12375,27
"Pontal da Cruz",6,0.51,"SSCh","SW-NE",5.024,25.011,0.839,2.793518,1.333,23.8,459225.659242564,7370773.56963534,151.088445,34.12375,27
"Pontal da Cruz",7,0.54,"SSCh","SW-NE",5.024,25.011,0.839,2.793518,1.333,23.8,459225.659242564,7370773.56963534,151.088445,34.12375,27
"Pontal da Cruz",8,0.81,"SSCh","SW-NE",5.024,25.011,0.839,2.793518,1.333,23.8,459225.659242564,7370773.56963534,151.088445,34.12375,27
"Pontal da Cruz",9,0.91,"SSCh","SW-NE",5.024,25.011,0.839,2.793518,1.333,23.8,459225.659242564,7370773.56963534,151.088445,34.12375,27
"Pontal da Cruz",10,0.89,"SSCh","SW-NE",5.024,25.011,0.839,2.793518,1.333,23.8,459225.659242564,7370773.56963534,151.088445,34.12375,27
"Prainha (Arraial do Cabo)",1,0.45,"LRRJ","W-E",1.606,23.041,0.569,3.419994,1.156,13.9333333333333,805170.30941184,7458442.11192362,507.666072,35.3004761904762,41
"Prainha (Arraial do Cabo)",2,0.2,"LRRJ","W-E",1.606,23.041,0.569,3.419994,1.156,13.9333333333333,805170.30941184,7458442.11192362,507.666072,35.3004761904762,41
"Prainha (Arraial do Cabo)",3,0.43,"LRRJ","W-E",1.606,23.041,0.569,3.419994,1.156,13.9333333333333,805170.30941184,7458442.11192362,507.666072,35.3004761904762,41
"Prainha (Arraial do Cabo)",4,0.31,"LRRJ","W-E",1.606,23.041,0.569,3.419994,1.156,13.9333333333333,805170.30941184,7458442.11192362,507.666072,35.3004761904762,41
"Prainha (Arraial do Cabo)",5,0.42,"LRRJ","W-E",1.606,23.041,0.569,3.419994,1.156,13.9333333333333,805170.30941184,7458442.11192362,507.666072,35.3004761904762,41
"Prainha (Arraial do Cabo)",6,0.93,"LRRJ","W-E",1.606,23.041,0.569,3.419994,1.156,13.9333333333333,805170.30941184,7458442.11192362,507.666072,35.3004761904762,41
"Prainha (Arraial do Cabo)",7,0.65,"LRRJ","W-E",1.606,23.041,0.569,3.419994,1.156,13.9333333333333,805170.30941184,7458442.11192362,507.666072,35.3004761904762,41
"Prainha (Arraial do Cabo)",8,0.48,"LRRJ","W-E",1.606,23.041,0.569,3.419994,1.156,13.9333333333333,805170.30941184,7458442.11192362,507.666072,35.3004761904762,41
"Prainha (Arraial do Cabo)",9,0.39,"LRRJ","W-E",1.606,23.041,0.569,3.419994,1.156,13.9333333333333,805170.30941184,7458442.11192362,507.666072,35.3004761904762,41
"Prainha (Arraial do Cabo)",10,0.59,"LRRJ","W-E",1.606,23.041,0.569,3.419994,1.156,13.9333333333333,805170.30941184,7458442.11192362,507.666072,35.3004761904762,41
"Prainha (Paraty)",1,0.93,"SCRJ","W-E",4.971,26.135,0.777,3.166635,1.104,26,531273.612706189,7439892.16037829,245.218396,NA,NA
