"site","quadrado","tamanho_mm","subregion","region","chl_mean","sst_mean","fwd_mean","wf_log","rugosity","inclinacao","easting","northing","distance_S","str_size","str_ab","incl_graus_tetra"
"Sorocotuba","4",9.504,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","4",6.839,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","4",1.764,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","4",1.949,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","4",1.378,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","4",6.506,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","4",1.943,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","4",2.493,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","4",6.353,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","4",1.869,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","4",2.173,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","4",6.281,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","4",5.078,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","4",1.606,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","5",10.088,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","5",5.968,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","5",6.331,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","5",1.313,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","5",4.513,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","5",3.604,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","5",6.535,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","5",1.589,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","5",1.792,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","5",6.89,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","5",2.296,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","5",4.749,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","5",1.885,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","5",6.567,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","5",1.463,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","6",4.04,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","6",4.855,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","6",1.665,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","6",2.006,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","6",2.92,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","6",3.676,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","6",1.562,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","6",1.452,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","6",1.437,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","6",2.493,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","6",4.153,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","6",2.273,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","6",1.944,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","6",3.629,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","6",4.274,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","7",1.437,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","7",3.891,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","7",5.948,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","7",5.231,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","7",3.461,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","7",2.483,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","7",4.139,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","7",2.361,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","7",4.475,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","7",6.515,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","7",1.242,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","7",5.049,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","7",7.456,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","7",1.397,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","7",1.374,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","8",2.483,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","8",3.758,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","8",4.178,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","8",1.548,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","8",4.066,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","8",4.318,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","8",5.976,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","8",2.843,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","8",3.044,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","8",4.063,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","8",6.52,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","8",2.856,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","8",3.159,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","8",3.184,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","8",1.253,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","9",5.221,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","9",5.079,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","9",2.133,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","9",2.351,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","9",3.166,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","9",2.895,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","9",6.249,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","9",6.113,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","9",8.251,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","9",2.499,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","9",2.303,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","9",2.643,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","9",2.564,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","9",7.047,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","9",1.629,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","10",7.152,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","10",7.421,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","10",6.986,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","10",6.198,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","10",7.169,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","10",1.922,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","10",6.041,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","10",5.552,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","11",3.431,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","11",1.874,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","11",7.715,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","11",1.796,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","11",4.518,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","11",2.163,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","11",3.7,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","11",3.473,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","11",5.276,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","11",3.91,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","11",5.437,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","11",4.12,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","11",4.43,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","11",1.963,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","12",1.904,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","12",1.148,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","12",1.672,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","12",5.797,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","12",1.735,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","12",1.576,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","12",6.754,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","12",7.994,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","12",1.663,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","12",3.772,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","12",3.429,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","12",4.298,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","12",6.649,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","13",6.045,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","13",7.919,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","13",6.834,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","13",1.433,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","13",4.437,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","13",3.7,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","13",1.463,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","13",5.031,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","13",5.261,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","13",1.522,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","13",6.625,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","13",4.066,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","14",6.722,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","14",9.28,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","14",5.702,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","14",6.148,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","14",4.184,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","14",5.533,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","14",5.502,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","14",4.059,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","14",6.553,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","14",5.448,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","15",5.921,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","15",4.475,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","15",3.379,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","15",5.314,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","15",3.518,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","15",5.458,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","15",4.507,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","15",2.448,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","15",1.133,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Sorocotuba","15",1.922,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23,55.8
"Taguaíba","1",3.733,"MRBS","SW-NE",5.328,25.316,0.867,4.004794,1.211,26.05,383187.410650379,7357095.01707436,75.52334,28.0876923076923,1,33.2
"Taguaíba","1",2.325,"MRBS","SW-NE",5.328,25.316,0.867,4.004794,1.211,26.05,383187.410650379,7357095.01707436,75.52334,28.0876923076923,1,33.2
"Taguaíba","1",2.791,"MRBS","SW-NE",5.328,25.316,0.867,4.004794,1.211,26.05,383187.410650379,7357095.01707436,75.52334,28.0876923076923,1,33.2
"Taguaíba","1",1.935,"MRBS","SW-NE",5.328,25.316,0.867,4.004794,1.211,26.05,383187.410650379,7357095.01707436,75.52334,28.0876923076923,1,33.2
"Taguaíba","1",2.172,"MRBS","SW-NE",5.328,25.316,0.867,4.004794,1.211,26.05,383187.410650379,7357095.01707436,75.52334,28.0876923076923,1,33.2
"Taguaíba","1",2.376,"MRBS","SW-NE",5.328,25.316,0.867,4.004794,1.211,26.05,383187.410650379,7357095.01707436,75.52334,28.0876923076923,1,33.2
"Taguaíba","1",2.531,"MRBS","SW-NE",5.328,25.316,0.867,4.004794,1.211,26.05,383187.410650379,7357095.01707436,75.52334,28.0876923076923,1,33.2
"Taguaíba","1",2.631,"MRBS","SW-NE",5.328,25.316,0.867,4.004794,1.211,26.05,383187.410650379,7357095.01707436,75.52334,28.0876923076923,1,33.2
"Taguaíba","1",1.974,"MRBS","SW-NE",5.328,25.316,0.867,4.004794,1.211,26.05,383187.410650379,7357095.01707436,75.52334,28.0876923076923,1,33.2
"Taguaíba","1",2.913,"MRBS","SW-NE",5.328,25.316,0.867,4.004794,1.211,26.05,383187.410650379,7357095.01707436,75.52334,28.0876923076923,1,33.2
"Taguaíba","1",2.92,"MRBS","SW-NE",5.328,25.316,0.867,4.004794,1.211,26.05,383187.410650379,7357095.01707436,75.52334,28.0876923076923,1,33.2
