site	region	subregion	distance_S	easting	northing	tamanho_mm	chl_mean	sst_mean	fwd_mean	wf_log	rugosity	inclinacao	Tetr_size	Tetr_density	Brach_cover	Brach_size	perna_PA	perna_cover	Brach_RW
Matarazzo	south	south3	197.302227	493486.7347	7408702.813	20.620	5.680	25.804	0.748	3.505	1.262	23.800	3.509	0.667	94.000	8.621	1	6.296	86.410
Matarazzo	south	south3	197.302227	493486.7347	7408702.813	18.930	5.680	25.804	0.748	3.505	1.262	23.800	3.509	0.667	94.000	8.621	1	6.296	86.410
Matarazzo	south	south3	197.302227	493486.7347	7408702.813	21.010	5.680	25.804	0.748	3.505	1.262	23.800	3.509	0.667	94.000	8.621	1	6.296	86.410
Matarazzo	south	south3	197.302227	493486.7347	7408702.813	21.200	5.680	25.804	0.748	3.505	1.262	23.800	3.509	0.667	94.000	8.621	1	6.296	86.410
Matarazzo	south	south3	197.302227	493486.7347	7408702.813	18.860	5.680	25.804	0.748	3.505	1.262	23.800	3.509	0.667	94.000	8.621	1	6.296	86.410
Matarazzo	south	south3	197.302227	493486.7347	7408702.813	16.560	5.680	25.804	0.748	3.505	1.262	23.800	3.509	0.667	94.000	8.621	1	6.296	86.410
Matarazzo	south	south3	197.302227	493486.7347	7408702.813	16.600	5.680	25.804	0.748	3.505	1.262	23.800	3.509	0.667	94.000	8.621	1	6.296	86.410
Matarazzo	south	south3	197.302227	493486.7347	7408702.813	17.280	5.680	25.804	0.748	3.505	1.262	23.800	3.509	0.667	94.000	8.621	1	6.296	86.410
Matarazzo	south	south3	197.302227	493486.7347	7408702.813	17.000	5.680	25.804	0.748	3.505	1.262	23.800	3.509	0.667	94.000	8.621	1	6.296	86.410
Matarazzo	south	south3	197.302227	493486.7347	7408702.813	13.900	5.680	25.804	0.748	3.505	1.262	23.800	3.509	0.667	94.000	8.621	1	6.296	86.410
Justa	south	south3	215.915668	509111.2936	7419082.266	34.500	6.764	24.722	0.619	3.331	1.176	36.500	4.790	18.067	75.000	8.073	0	0.000	94.834
Justa	south	south3	215.915668	509111.2936	7419082.266	28.400	6.764	24.722	0.619	3.331	1.176	36.500	4.790	18.067	75.000	8.073	0	0.000	94.834
Justa	south	south3	215.915668	509111.2936	7419082.266	28.000	6.764	24.722	0.619	3.331	1.176	36.500	4.790	18.067	75.000	8.073	0	0.000	94.834
Justa	south	south3	215.915668	509111.2936	7419082.266	25.100	6.764	24.722	0.619	3.331	1.176	36.500	4.790	18.067	75.000	8.073	0	0.000	94.834
Justa	south	south3	215.915668	509111.2936	7419082.266	17.100	6.764	24.722	0.619	3.331	1.176	36.500	4.790	18.067	75.000	8.073	0	0.000	94.834
Justa	south	south3	215.915668	509111.2936	7419082.266	18.600	6.764	24.722	0.619	3.331	1.176	36.500	4.790	18.067	75.000	8.073	0	0.000	94.834
Justa	south	south3	215.915668	509111.2936	7419082.266	18.800	6.764	24.722	0.619	3.331	1.176	36.500	4.790	18.067	75.000	8.073	0	0.000	94.834
Justa	south	south3	215.915668	509111.2936	7419082.266	14.900	6.764	24.722	0.619	3.331	1.176	36.500	4.790	18.067	75.000	8.073	0	0.000	94.834
Justa	south	south3	215.915668	509111.2936	7419082.266	15.100	6.764	24.722	0.619	3.331	1.176	36.500	4.790	18.067	75.000	8.073	0	0.000	94.834
Justa	south	south3	215.915668	509111.2936	7419082.266	17.400	6.764	24.722	0.619	3.331	1.176	36.500	4.790	18.067	75.000	8.073	0	0.000	94.834
Justa	south	south3	215.915668	509111.2936	7419082.266	14.400	6.764	24.722	0.619	3.331	1.176	36.500	4.790	18.067	75.000	8.073	0	0.000	94.834
Justa	south	south3	215.915668	509111.2936	7419082.266	10.600	6.764	24.722	0.619	3.331	1.176	36.500	4.790	18.067	75.000	8.073	0	0.000	94.834
Almada	south	south3	216.85013	511310.3955	7416730.484	33.300	3.641	25.162	0.615	2.597	1.168	27.683	4.844	21.200	49.000	7.996	0	0.000	119.867
Almada	south	south3	216.85013	511310.3955	7416730.484	32.420	3.641	25.162	0.615	2.597	1.168	27.683	4.844	21.200	49.000	7.996	0	0.000	119.867
Almada	south	south3	216.85013	511310.3955	7416730.484	27.990	3.641	25.162	0.615	2.597	1.168	27.683	4.844	21.200	49.000	7.996	0	0.000	119.867
Almada	south	south3	216.85013	511310.3955	7416730.484	27.250	3.641	25.162	0.615	2.597	1.168	27.683	4.844	21.200	49.000	7.996	0	0.000	119.867
Almada	south	south3	216.85013	511310.3955	7416730.484	22.640	3.641	25.162	0.615	2.597	1.168	27.683	4.844	21.200	49.000	7.996	0	0.000	119.867
Almada	south	south3	216.85013	511310.3955	7416730.484	23.670	3.641	25.162	0.615	2.597	1.168	27.683	4.844	21.200	49.000	7.996	0	0.000	119.867
Almada	south	south3	216.85013	511310.3955	7416730.484	19.810	3.641	25.162	0.615	2.597	1.168	27.683	4.844	21.200	49.000	7.996	0	0.000	119.867
Almada	south	south3	216.85013	511310.3955	7416730.484	18.760	3.641	25.162	0.615	2.597	1.168	27.683	4.844	21.200	49.000	7.996	0	0.000	119.867
Almada	south	south3	216.85013	511310.3955	7416730.484	17.260	3.641	25.162	0.615	2.597	1.168	27.683	4.844	21.200	49.000	7.996	0	0.000	119.867
Picinguaba	south	south3	220.743634	516429.1422	7415010.852	34.930	2.603	24.980	0.515	3.074	1.328	20.000	4.149	24.867	65.100	7.069	0	0.000	81.333
Picinguaba	south	south3	220.743634	516429.1422	7415010.852	34.140	2.603	24.980	0.515	3.074	1.328	20.000	4.149	24.867	65.100	7.069	0	0.000	81.333
Picinguaba	south	south3	220.743634	516429.1422	7415010.852	29.800	2.603	24.980	0.515	3.074	1.328	20.000	4.149	24.867	65.100	7.069	0	0.000	81.333
Picinguaba	south	south3	220.743634	516429.1422	7415010.852	29.450	2.603	24.980	0.515	3.074	1.328	20.000	4.149	24.867	65.100	7.069	0	0.000	81.333
Meio	south	south3	232.354345	528183.1944	7417252.009	37.600	1.669	25.452	0.522	3.591	1.103	8.917	5.013	28.267	63.100	9.080	0	0.000	137.147
Meio	south	south3	232.354345	528183.1944	7417252.009	26.330	1.669	25.452	0.522	3.591	1.103	8.917	5.013	28.267	63.100	9.080	0	0.000	137.147
Meio	south	south3	232.354345	528183.1944	7417252.009	24.250	1.669	25.452	0.522	3.591	1.103	8.917	5.013	28.267	63.100	9.080	0	0.000	137.147
Meio	south	south3	232.354345	528183.1944	7417252.009	22.930	1.669	25.452	0.522	3.591	1.103	8.917	5.013	28.267	63.100	9.080	0	0.000	137.147
Meio	south	south3	232.354345	528183.1944	7417252.009	23.000	1.669	25.452	0.522	3.591	1.103	8.917	5.013	28.267	63.100	9.080	0	0.000	137.147
Ranchos	south	south3	232.666052	528457.1821	7417351.71	36.580	1.703	25.456	0.527	3.773	1.530	20.600	3.869	16.600	2.000	NA	0	0.000	NA
Ranchos	south	south3	232.666052	528457.1821	7417351.71	26.780	1.703	25.456	0.527	3.773	1.530	20.600	3.869	16.600	2.000	NA	0	0.000	NA
Ranchos	south	south3	232.666052	528457.1821	7417351.71	26.930	1.703	25.456	0.527	3.773	1.530	20.600	3.869	16.600	2.000	NA	0	0.000	NA
Ranchos	south	south3	232.666052	528457.1821	7417351.71	21.460	1.703	25.456	0.527	3.773	1.530	20.600	3.869	16.600	2.000	NA	0	0.000	NA
Coqueiro	north	north1	263.934698	545783.6918	7452294.542	31.490	6.348	26.081	0.520	3.705	1.082	11.450	5.612	25.933	65.000	8.576	1	0.000	101.022
Coqueiro	north	north1	263.934698	545783.6918	7452294.542	29.270	6.348	26.081	0.520	3.705	1.082	11.450	5.612	25.933	65.000	8.576	1	0.000	101.022
Coqueiro	north	north1	263.934698	545783.6918	7452294.542	30.380	6.348	26.081	0.520	3.705	1.082	11.450	5.612	25.933	65.000	8.576	1	0.000	101.022
Coqueiro	north	north1	263.934698	545783.6918	7452294.542	29.390	6.348	26.081	0.520	3.705	1.082	11.450	5.612	25.933	65.000	8.576	1	0.000	101.022
Coqueiro	north	north1	263.934698	545783.6918	7452294.542	28.000	6.348	26.081	0.520	3.705	1.082	11.450	5.612	25.933	65.000	8.576	1	0.000	101.022
Coqueiro	north	north1	263.934698	545783.6918	7452294.542	27.900	6.348	26.081	0.520	3.705	1.082	11.450	5.612	25.933	65.000	8.576	1	0.000	101.022
Coqueiro	north	north1	263.934698	545783.6918	7452294.542	29.210	6.348	26.081	0.520	3.705	1.082	11.450	5.612	25.933	65.000	8.576	1	0.000	101.022
Coqueiro	north	north1	263.934698	545783.6918	7452294.542	26.360	6.348	26.081	0.520	3.705	1.082	11.450	5.612	25.933	65.000	8.576	1	0.000	101.022
Coqueiro	north	north1	263.934698	545783.6918	7452294.542	24.850	6.348	26.081	0.520	3.705	1.082	11.450	5.612	25.933	65.000	8.576	1	0.000	101.022
Coqueiro	north	north1	263.934698	545783.6918	7452294.542	25.000	6.348	26.081	0.520	3.705	1.082	11.450	5.612	25.933	65.000	8.576	1	0.000	101.022
Coqueiro	north	north1	263.934698	545783.6918	7452294.542	24.640	6.348	26.081	0.520	3.705	1.082	11.450	5.612	25.933	65.000	8.576	1	0.000	101.022
Coqueiro	north	north1	263.934698	545783.6918	7452294.542	24.070	6.348	26.081	0.520	3.705	1.082	11.450	5.612	25.933	65.000	8.576	1	0.000	101.022
Coqueiro	north	north1	263.934698	545783.6918	7452294.542	22.840	6.348	26.081	0.520	3.705	1.082	11.450	5.612	25.933	65.000	8.576	1	0.000	101.022
Coqueiro	north	north1	263.934698	545783.6918	7452294.542	22.330	6.348	26.081	0.520	3.705	1.082	11.450	5.612	25.933	65.000	8.576	1	0.000	101.022
Coqueiro	north	north1	263.934698	545783.6918	7452294.542	21.160	6.348	26.081	0.520	3.705	1.082	11.450	5.612	25.933	65.000	8.576	1	0.000	101.022
Coqueiro	north	north1	263.934698	545783.6918	7452294.542	21.910	6.348	26.081	0.520	3.705	1.082	11.450	5.612	25.933	65.000	8.576	1	0.000	101.022
Coqueiro	north	north1	263.934698	545783.6918	7452294.542	22.680	6.348	26.081	0.520	3.705	1.082	11.450	5.612	25.933	65.000	8.576	1	0.000	101.022
Coqueiro	north	north1	263.934698	545783.6918	7452294.542	22.350	6.348	26.081	0.520	3.705	1.082	11.450	5.612	25.933	65.000	8.576	1	0.000	101.022
Coqueiro	north	north1	263.934698	545783.6918	7452294.542	22.020	6.348	26.081	0.520	3.705	1.082	11.450	5.612	25.933	65.000	8.576	1	0.000	101.022
Coqueiro	north	north1	263.934698	545783.6918	7452294.542	20.530	6.348	26.081	0.520	3.705	1.082	11.450	5.612	25.933	65.000	8.576	1	0.000	101.022
Coqueiro	north	north1	263.934698	545783.6918	7452294.542	21.360	6.348	26.081	0.520	3.705	1.082	11.450	5.612	25.933	65.000	8.576	1	0.000	101.022
Coqueiro	north	north1	263.934698	545783.6918	7452294.542	21.940	6.348	26.081	0.520	3.705	1.082	11.450	5.612	25.933	65.000	8.576	1	0.000	101.022
Coqueiro	north	north1	263.934698	545783.6918	7452294.542	22.000	6.348	26.081	0.520	3.705	1.082	11.450	5.612	25.933	65.000	8.576	1	0.000	101.022
Coqueiro	north	north1	263.934698	545783.6918	7452294.542	18.980	6.348	26.081	0.520	3.705	1.082	11.450	5.612	25.933	65.000	8.576	1	0.000	101.022
Coqueiro	north	north1	263.934698	545783.6918	7452294.542	20.390	6.348	26.081	0.520	3.705	1.082	11.450	5.612	25.933	65.000	8.576	1	0.000	101.022
Coqueiro	north	north1	263.934698	545783.6918	7452294.542	18.800	6.348	26.081	0.520	3.705	1.082	11.450	5.612	25.933	65.000	8.576	1	0.000	101.022
Coqueiro	north	north1	263.934698	545783.6918	7452294.542	18.700	6.348	26.081	0.520	3.705	1.082	11.450	5.612	25.933	65.000	8.576	1	0.000	101.022
Coqueiro	north	north1	263.934698	545783.6918	7452294.542	18.020	6.348	26.081	0.520	3.705	1.082	11.450	5.612	25.933	65.000	8.576	1	0.000	101.022
Coqueiro	north	north1	263.934698	545783.6918	7452294.542	17.670	6.348	26.081	0.520	3.705	1.082	11.450	5.612	25.933	65.000	8.576	1	0.000	101.022
Coqueiro	north	north1	263.934698	545783.6918	7452294.542	18.590	6.348	26.081	0.520	3.705	1.082	11.450	5.612	25.933	65.000	8.576	1	0.000	101.022
Coqueiro	north	north1	263.934698	545783.6918	7452294.542	17.140	6.348	26.081	0.520	3.705	1.082	11.450	5.612	25.933	65.000	8.576	1	0.000	101.022
Coqueiro	north	north1	263.934698	545783.6918	7452294.542	18.550	6.348	26.081	0.520	3.705	1.082	11.450	5.612	25.933	65.000	8.576	1	0.000	101.022
Coqueiro	north	north1	263.934698	545783.6918	7452294.542	16.460	6.348	26.081	0.520	3.705	1.082	11.450	5.612	25.933	65.000	8.576	1	0.000	101.022
Coqueiro	north	north1	263.934698	545783.6918	7452294.542	17.000	6.348	26.081	0.520	3.705	1.082	11.450	5.612	25.933	65.000	8.576	1	0.000	101.022
Coqueiro	north	north1	263.934698	545783.6918	7452294.542	16.800	6.348	26.081	0.520	3.705	1.082	11.450	5.612	25.933	65.000	8.576	1	0.000	101.022
Coqueiro	north	north1	263.934698	545783.6918	7452294.542	16.810	6.348	26.081	0.520	3.705	1.082	11.450	5.612	25.933	65.000	8.576	1	0.000	101.022
Coqueiro	north	north1	263.934698	545783.6918	7452294.542	15.200	6.348	26.081	0.520	3.705	1.082	11.450	5.612	25.933	65.000	8.576	1	0.000	101.022
Coqueiro	north	north1	263.934698	545783.6918	7452294.542	14.080	6.348	26.081	0.520	3.705	1.082	11.450	5.612	25.933	65.000	8.576	1	0.000	101.022
Coqueiro	north	north1	263.934698	545783.6918	7452294.542	14.080	6.348	26.081	0.520	3.705	1.082	11.450	5.612	25.933	65.000	8.576	1	0.000	101.022
Coqueiro	north	north1	263.934698	545783.6918	7452294.542	14.160	6.348	26.081	0.520	3.705	1.082	11.450	5.612	25.933	65.000	8.576	1	0.000	101.022
Coqueiro	north	north1	263.934698	545783.6918	7452294.542	13.500	6.348	26.081	0.520	3.705	1.082	11.450	5.612	25.933	65.000	8.576	1	0.000	101.022
Coqueiro	north	north1	263.934698	545783.6918	7452294.542	13.150	6.348	26.081	0.520	3.705	1.082	11.450	5.612	25.933	65.000	8.576	1	0.000	101.022
Coqueiro	north	north1	263.934698	545783.6918	7452294.542	13.590	6.348	26.081	0.520	3.705	1.082	11.450	5.612	25.933	65.000	8.576	1	0.000	101.022
Coqueiro	north	north1	263.934698	545783.6918	7452294.542	12.440	6.348	26.081	0.520	3.705	1.082	11.450	5.612	25.933	65.000	8.576	1	0.000	101.022
Coqueiro	north	north1	263.934698	545783.6918	7452294.542	12.370	6.348	26.081	0.520	3.705	1.082	11.450	5.612	25.933	65.000	8.576	1	0.000	101.022
Coqueiro	north	north1	263.934698	545783.6918	7452294.542	12.170	6.348	26.081	0.520	3.705	1.082	11.450	5.612	25.933	65.000	8.576	1	0.000	101.022
Clubmed	north	north1	307.391311	592656.5579	7456412.686	50.710	7.681	25.239	0.681	3.472	1.233	56.067	4.853	10.800	17.000	8.647	1	0.000	97.407
Clubmed	north	north1	307.391311	592656.5579	7456412.686	35.430	7.681	25.239	0.681	3.472	1.233	56.067	4.853	10.800	17.000	8.647	1	0.000	97.407
Clubmed	north	north1	307.391311	592656.5579	7456412.686	31.950	7.681	25.239	0.681	3.472	1.233	56.067	4.853	10.800	17.000	8.647	1	0.000	97.407
Clubmed	north	north1	307.391311	592656.5579	7456412.686	31.560	7.681	25.239	0.681	3.472	1.233	56.067	4.853	10.800	17.000	8.647	1	0.000	97.407
Clubmed	north	north1	307.391311	592656.5579	7456412.686	32.020	7.681	25.239	0.681	3.472	1.233	56.067	4.853	10.800	17.000	8.647	1	0.000	97.407
Clubmed	north	north1	307.391311	592656.5579	7456412.686	26.390	7.681	25.239	0.681	3.472	1.233	56.067	4.853	10.800	17.000	8.647	1	0.000	97.407
Clubmed	north	north1	307.391311	592656.5579	7456412.686	23.770	7.681	25.239	0.681	3.472	1.233	56.067	4.853	10.800	17.000	8.647	1	0.000	97.407
Clubmed	north	north1	307.391311	592656.5579	7456412.686	22.650	7.681	25.239	0.681	3.472	1.233	56.067	4.853	10.800	17.000	8.647	1	0.000	97.407
Clubmed	north	north1	307.391311	592656.5579	7456412.686	15.830	7.681	25.239	0.681	3.472	1.233	56.067	4.853	10.800	17.000	8.647	1	0.000	97.407
Grumari	north	north2	361.312786	653597.166	7451182.643	32.320	4.660	24.688	0.534	4.045	1.235	23.800	5.460	52.067	61.100	11.153	1	0.000	105.925
Grumari	north	north2	361.312786	653597.166	7451182.643	28.140	4.660	24.688	0.534	4.045	1.235	23.800	5.460	52.067	61.100	11.153	1	0.666	105.925
Grumari	north	north2	361.312786	653597.166	7451182.643	27.500	4.660	24.688	0.534	4.045	1.235	23.800	5.460	52.067	61.100	11.153	1	0.666	105.925
Grumari	north	north2	361.312786	653597.166	7451182.643	24.750	4.660	24.688	0.534	4.045	1.235	23.800	5.460	52.067	61.100	11.153	1	0.666	105.925
Grumari	north	north2	361.312786	653597.166	7451182.643	27.040	4.660	24.688	0.534	4.045	1.235	23.800	5.460	52.067	61.100	11.153	1	0.666	105.925
Grumari	north	north2	361.312786	653597.166	7451182.643	25.170	4.660	24.688	0.534	4.045	1.235	23.800	5.460	52.067	61.100	11.153	1	0.666	105.925
Grumari	north	north2	361.312786	653597.166	7451182.643	30.040	4.660	24.688	0.534	4.045	1.235	23.800	5.460	52.067	61.100	11.153	1	0.666	105.925
Grumari	north	north2	361.312786	653597.166	7451182.643	25.930	4.660	24.688	0.534	4.045	1.235	23.800	5.460	52.067	61.100	11.153	1	0.666	105.925
Grumari	north	north2	361.312786	653597.166	7451182.643	23.970	4.660	24.688	0.534	4.045	1.235	23.800	5.460	52.067	61.100	11.153	1	0.666	105.925
Grumari	north	north2	361.312786	653597.166	7451182.643	24.160	4.660	24.688	0.534	4.045	1.235	23.800	5.460	52.067	61.100	11.153	1	0.666	105.925
Grumari	north	north2	361.312786	653597.166	7451182.643	24.240	4.660	24.688	0.534	4.045	1.235	23.800	5.460	52.067	61.100	11.153	1	0.666	105.925
Grumari	north	north2	361.312786	653597.166	7451182.643	25.470	4.660	24.688	0.534	4.045	1.235	23.800	5.460	52.067	61.100	11.153	1	0.666	105.925
Grumari	north	north2	361.312786	653597.166	7451182.643	25.210	4.660	24.688	0.534	4.045	1.235	23.800	5.460	52.067	61.100	11.153	1	0.666	105.925
Grumari	north	north2	361.312786	653597.166	7451182.643	23.460	4.660	24.688	0.534	4.045	1.235	23.800	5.460	52.067	61.100	11.153	1	0.666	105.925
Grumari	north	north2	361.312786	653597.166	7451182.643	22.870	4.660	24.688	0.534	4.045	1.235	23.800	5.460	52.067	61.100	11.153	1	0.666	105.925
Grumari	north	north2	361.312786	653597.166	7451182.643	22.520	4.660	24.688	0.534	4.045	1.235	23.800	5.460	52.067	61.100	11.153	1	0.666	105.925
Grumari	north	north2	361.312786	653597.166	7451182.643	23.110	4.660	24.688	0.534	4.045	1.235	23.800	5.460	52.067	61.100	11.153	1	0.666	105.925
Grumari	north	north2	361.312786	653597.166	7451182.643	22.020	4.660	24.688	0.534	4.045	1.235	23.800	5.460	52.067	61.100	11.153	1	0.666	105.925
Grumari	north	north2	361.312786	653597.166	7451182.643	21.430	4.660	24.688	0.534	4.045	1.235	23.800	5.460	52.067	61.100	11.153	1	0.666	105.925
Grumari	north	north2	361.312786	653597.166	7451182.643	22.930	4.660	24.688	0.534	4.045	1.235	23.800	5.460	52.067	61.100	11.153	1	0.666	105.925
Grumari	north	north2	361.312786	653597.166	7451182.643	21.420	4.660	24.688	0.534	4.045	1.235	23.800	5.460	52.067	61.100	11.153	1	0.666	105.925
Grumari	north	north2	361.312786	653597.166	7451182.643	22.520	4.660	24.688	0.534	4.045	1.235	23.800	5.460	52.067	61.100	11.153	1	0.666	105.925
Grumari	north	north2	361.312786	653597.166	7451182.643	18.980	4.660	24.688	0.534	4.045	1.235	23.800	5.460	52.067	61.100	11.153	1	0.666	105.925
Grumari	north	north2	361.312786	653597.166	7451182.643	22.220	4.660	24.688	0.534	4.045	1.235	23.800	5.460	52.067	61.100	11.153	1	0.666	105.925
Grumari	north	north2	361.312786	653597.166	7451182.643	24.600	4.660	24.688	0.534	4.045	1.235	23.800	5.460	52.067	61.100	11.153	1	0.666	105.925
Grumari	north	north2	361.312786	653597.166	7451182.643	22.800	4.660	24.688	0.534	4.045	1.235	23.800	5.460	52.067	61.100	11.153	1	0.666	105.925
Grumari	north	north2	361.312786	653597.166	7451182.643	19.730	4.660	24.688	0.534	4.045	1.235	23.800	5.460	52.067	61.100	11.153	1	0.666	105.925
Grumari	north	north2	361.312786	653597.166	7451182.643	19.910	4.660	24.688	0.534	4.045	1.235	23.800	5.460	52.067	61.100	11.153	1	0.666	105.925
Grumari	north	north2	361.312786	653597.166	7451182.643	17.400	4.660	24.688	0.534	4.045	1.235	23.800	5.460	52.067	61.100	11.153	1	0.666	105.925
Grumari	north	north2	361.312786	653597.166	7451182.643	13.100	4.660	24.688	0.534	4.045	1.235	23.800	5.460	52.067	61.100	11.153	1	0.666	105.925
Grumari	north	north2	361.312786	653597.166	7451182.643	33.100	4.660	24.688	0.534	4.045	1.235	23.800	5.460	52.067	61.100	11.153	1	0.666	105.925
Grumari	north	north2	361.312786	653597.166	7451182.643	32.300	4.660	24.688	0.534	4.045	1.235	23.800	5.460	52.067	61.100	11.153	1	0.666	105.925
Grumari	north	north2	361.312786	653597.166	7451182.643	30.550	4.660	24.688	0.534	4.045	1.235	23.800	5.460	52.067	61.100	11.153	1	0.666	105.925
Grumari	north	north2	361.312786	653597.166	7451182.643	27.600	4.660	24.688	0.534	4.045	1.235	23.800	5.460	52.067	61.100	11.153	1	0.666	105.925
Grumari	north	north2	361.312786	653597.166	7451182.643	26.370	4.660	24.688	0.534	4.045	1.235	23.800	5.460	52.067	61.100	11.153	1	0.666	105.925
Grumari	north	north2	361.312786	653597.166	7451182.643	28.150	4.660	24.688	0.534	4.045	1.235	23.800	5.460	52.067	61.100	11.153	1	0.666	105.925
Grumari	north	north2	361.312786	653597.166	7451182.643	25.850	4.660	24.688	0.534	4.045	1.235	23.800	5.460	52.067	61.100	11.153	1	0.666	105.925
Grumari	north	north2	361.312786	653597.166	7451182.643	25.970	4.660	24.688	0.534	4.045	1.235	23.800	5.460	52.067	61.100	11.153	1	0.666	105.925
Grumari	north	north2	361.312786	653597.166	7451182.643	25.850	4.660	24.688	0.534	4.045	1.235	23.800	5.460	52.067	61.100	11.153	1	0.666	105.925
Grumari	north	north2	361.312786	653597.166	7451182.643	25.150	4.660	24.688	0.534	4.045	1.235	23.800	5.460	52.067	61.100	11.153	1	0.666	105.925
Grumari	north	north2	361.312786	653597.166	7451182.643	26.490	4.660	24.688	0.534	4.045	1.235	23.800	5.460	52.067	61.100	11.153	1	0.666	105.925
Grumari	north	north2	361.312786	653597.166	7451182.643	24.900	4.660	24.688	0.534	4.045	1.235	23.800	5.460	52.067	61.100	11.153	1	0.666	105.925
Grumari	north	north2	361.312786	653597.166	7451182.643	23.200	4.660	24.688	0.534	4.045	1.235	23.800	5.460	52.067	61.100	11.153	1	0.666	105.925
Grumari	north	north2	361.312786	653597.166	7451182.643	24.000	4.660	24.688	0.534	4.045	1.235	23.800	5.460	52.067	61.100	11.153	1	0.666	105.925
Grumari	north	north2	361.312786	653597.166	7451182.643	22.680	4.660	24.688	0.534	4.045	1.235	23.800	5.460	52.067	61.100	11.153	1	0.666	105.925
Grumari	north	north2	361.312786	653597.166	7451182.643	24.620	4.660	24.688	0.534	4.045	1.235	23.800	5.460	52.067	61.100	11.153	1	0.666	105.925
Grumari	north	north2	361.312786	653597.166	7451182.643	23.260	4.660	24.688	0.534	4.045	1.235	23.800	5.460	52.067	61.100	11.153	1	0.666	105.925
Grumari	north	north2	361.312786	653597.166	7451182.643	23.640	4.660	24.688	0.534	4.045	1.235	23.800	5.460	52.067	61.100	11.153	1	0.666	105.925
Grumari	north	north2	361.312786	653597.166	7451182.643	22.350	4.660	24.688	0.534	4.045	1.235	23.800	5.460	52.067	61.100	11.153	1	0.666	105.925
Grumari	north	north2	361.312786	653597.166	7451182.643	23.760	4.660	24.688	0.534	4.045	1.235	23.800	5.460	52.067	61.100	11.153	1	0.666	105.925
Grumari	north	north2	361.312786	653597.166	7451182.643	21.180	4.660	24.688	0.534	4.045	1.235	23.800	5.460	52.067	61.100	11.153	1	0.666	105.925
Grumari	north	north2	361.312786	653597.166	7451182.643	23.000	4.660	24.688	0.534	4.045	1.235	23.800	5.460	52.067	61.100	11.153	1	0.666	105.925
Grumari	north	north2	361.312786	653597.166	7451182.643	22.250	4.660	24.688	0.534	4.045	1.235	23.800	5.460	52.067	61.100	11.153	1	0.666	105.925
Grumari	north	north2	361.312786	653597.166	7451182.643	21.440	4.660	24.688	0.534	4.045	1.235	23.800	5.460	52.067	61.100	11.153	1	0.666	105.925
Grumari	north	north2	361.312786	653597.166	7451182.643	21.620	4.660	24.688	0.534	4.045	1.235	23.800	5.460	52.067	61.100	11.153	1	0.666	105.925
Grumari	north	north2	361.312786	653597.166	7451182.643	21.820	4.660	24.688	0.534	4.045	1.235	23.800	5.460	52.067	61.100	11.153	1	0.666	105.925
Grumari	north	north2	361.312786	653597.166	7451182.643	21.450	4.660	24.688	0.534	4.045	1.235	23.800	5.460	52.067	61.100	11.153	1	0.666	105.925
Grumari	north	north2	361.312786	653597.166	7451182.643	19.880	4.660	24.688	0.534	4.045	1.235	23.800	5.460	52.067	61.100	11.153	1	0.666	105.925
Grumari	north	north2	361.312786	653597.166	7451182.643	25.200	4.660	24.688	0.534	4.045	1.235	23.800	5.460	52.067	61.100	11.153	1	0.666	105.925
Grumari	north	north2	361.312786	653597.166	7451182.643	21.300	4.660	24.688	0.534	4.045	1.235	23.800	5.460	52.067	61.100	11.153	1	0.666	105.925
Grumari	north	north2	361.312786	653597.166	7451182.643	19.850	4.660	24.688	0.534	4.045	1.235	23.800	5.460	52.067	61.100	11.153	1	0.666	105.925
Grumari	north	north2	361.312786	653597.166	7451182.643	20.910	4.660	24.688	0.534	4.045	1.235	23.800	5.460	52.067	61.100	11.153	1	0.666	105.925
Grumari	north	north2	361.312786	653597.166	7451182.643	18.980	4.660	24.688	0.534	4.045	1.235	23.800	5.460	52.067	61.100	11.153	1	0.666	105.925
Grumari	north	north2	361.312786	653597.166	7451182.643	18.550	4.660	24.688	0.534	4.045	1.235	23.800	5.460	52.067	61.100	11.153	1	0.666	105.925
Grumari	north	north2	361.312786	653597.166	7451182.643	18.580	4.660	24.688	0.534	4.045	1.235	23.800	5.460	52.067	61.100	11.153	1	0.666	105.925
Grumari	north	north2	361.312786	653597.166	7451182.643	17.960	4.660	24.688	0.534	4.045	1.235	23.800	5.460	52.067	61.100	11.153	1	0.666	105.925
Grumari	north	north2	361.312786	653597.166	7451182.643	18.050	4.660	24.688	0.534	4.045	1.235	23.800	5.460	52.067	61.100	11.153	1	0.666	105.925
Grumari	north	north2	361.312786	653597.166	7451182.643	13.800	4.660	24.688	0.534	4.045	1.235	23.800	5.460	52.067	61.100	11.153	1	0.666	105.925
Joatinga	north	north2	382.571398	675304.0533	7453824.081	27.420	4.172	24.369	0.552	4.044	1.129	33.600	4.142	32.133	70.000	9.680	1	0.667	104.290
Joatinga	north	north2	382.571398	675304.0533	7453824.081	20.800	4.172	24.369	0.552	4.044	1.129	33.600	4.142	32.133	70.000	9.680	1	0.667	104.290
Joatinga	north	north2	382.571398	675304.0533	7453824.081	20.250	4.172	24.369	0.552	4.044	1.129	33.600	4.142	32.133	70.000	9.680	1	0.667	104.290
Joatinga	north	north2	382.571398	675304.0533	7453824.081	24.560	4.172	24.369	0.552	4.044	1.129	33.600	4.142	32.133	70.000	9.680	1	0.667	104.290
