site	region	subregion	distance_S	easting	northing	tamanho_mm	chl_mean	sst_mean	fwd_mean	wf_log	rugosity	inclinacao	Tetr_size	Tetr_density	Brach_cover	Brach_size	perna_PA	perna_cover	Brach_RW
Ast�rias	south	south1	59.233413	371222.1054	7344123.834	17.150	5.767	25.399	0.949	3.632	1.413	17.050	3.408	34.733	84.000	8.706	0	0.000	115.818
Ast�rias	south	south1	59.233413	371222.1054	7344123.834	17.120	5.767	25.399	0.949	3.632	1.413	17.050	3.408	34.733	84.000	8.706	0	0.000	115.818
Ast�rias	south	south1	59.233413	371222.1054	7344123.834	17.580	5.767	25.399	0.949	3.632	1.413	17.050	3.408	34.733	84.000	8.706	0	0.000	115.818
Ast�rias	south	south1	59.233413	371222.1054	7344123.834	17.200	5.767	25.399	0.949	3.632	1.413	17.050	3.408	34.733	84.000	8.706	0	0.000	115.818
Ast�rias	south	south1	59.233413	371222.1054	7344123.834	16.890	5.767	25.399	0.949	3.632	1.413	17.050	3.408	34.733	84.000	8.706	0	0.000	115.818
Ast�rias	south	south1	59.233413	371222.1054	7344123.834	15.220	5.767	25.399	0.949	3.632	1.413	17.050	3.408	34.733	84.000	8.706	0	0.000	115.818
Ast�rias	south	south1	59.233413	371222.1054	7344123.834	15.830	5.767	25.399	0.949	3.632	1.413	17.050	3.408	34.733	84.000	8.706	0	0.000	115.818
Ast�rias	south	south1	59.233413	371222.1054	7344123.834	15.350	5.767	25.399	0.949	3.632	1.413	17.050	3.408	34.733	84.000	8.706	0	0.000	115.818
Ast�rias	south	south1	59.233413	371222.1054	7344123.834	15.780	5.767	25.399	0.949	3.632	1.413	17.050	3.408	34.733	84.000	8.706	0	0.000	115.818
Ast�rias	south	south1	59.233413	371222.1054	7344123.834	16.230	5.767	25.399	0.949	3.632	1.413	17.050	3.408	34.733	84.000	8.706	0	0.000	115.818
Ast�rias	south	south1	59.233413	371222.1054	7344123.834	15.740	5.767	25.399	0.949	3.632	1.413	17.050	3.408	34.733	84.000	8.706	0	0.000	115.818
Ast�rias	south	south1	59.233413	371222.1054	7344123.834	17.400	5.767	25.399	0.949	3.632	1.413	17.050	3.408	34.733	84.000	8.706	0	0.000	115.818
Ast�rias	south	south1	59.233413	371222.1054	7344123.834	18.240	5.767	25.399	0.949	3.632	1.413	17.050	3.408	34.733	84.000	8.706	0	0.000	115.818
Ast�rias	south	south1	59.233413	371222.1054	7344123.834	16.140	5.767	25.399	0.949	3.632	1.413	17.050	3.408	34.733	84.000	8.706	0	0.000	115.818
Ast�rias	south	south1	59.233413	371222.1054	7344123.834	15.980	5.767	25.399	0.949	3.632	1.413	17.050	3.408	34.733	84.000	8.706	0	0.000	115.818
Ast�rias	south	south1	59.233413	371222.1054	7344123.834	16.100	5.767	25.399	0.949	3.632	1.413	17.050	3.408	34.733	84.000	8.706	0	0.000	115.818
Ast�rias	south	south1	59.233413	371222.1054	7344123.834	15.740	5.767	25.399	0.949	3.632	1.413	17.050	3.408	34.733	84.000	8.706	0	0.000	115.818
Ast�rias	south	south1	59.233413	371222.1054	7344123.834	16.370	5.767	25.399	0.949	3.632	1.413	17.050	3.408	34.733	84.000	8.706	0	0.000	115.818
Ast�rias	south	south1	59.233413	371222.1054	7344123.834	15.840	5.767	25.399	0.949	3.632	1.413	17.050	3.408	34.733	84.000	8.706	0	0.000	115.818
Ast�rias	south	south1	59.233413	371222.1054	7344123.834	13.790	5.767	25.399	0.949	3.632	1.413	17.050	3.408	34.733	84.000	8.706	0	0.000	115.818
Ast�rias	south	south1	59.233413	371222.1054	7344123.834	15.010	5.767	25.399	0.949	3.632	1.413	17.050	3.408	34.733	84.000	8.706	0	0.000	115.818
Ast�rias	south	south1	59.233413	371222.1054	7344123.834	16.660	5.767	25.399	0.949	3.632	1.413	17.050	3.408	34.733	84.000	8.706	0	0.000	115.818
Ast�rias	south	south1	59.233413	371222.1054	7344123.834	15.490	5.767	25.399	0.949	3.632	1.413	17.050	3.408	34.733	84.000	8.706	0	0.000	115.818
Ast�rias	south	south1	59.233413	371222.1054	7344123.834	14.770	5.767	25.399	0.949	3.632	1.413	17.050	3.408	34.733	84.000	8.706	0	0.000	115.818
Ast�rias	south	south1	59.233413	371222.1054	7344123.834	15.840	5.767	25.399	0.949	3.632	1.413	17.050	3.408	34.733	84.000	8.706	0	0.000	115.818
Ast�rias	south	south1	59.233413	371222.1054	7344123.834	14.590	5.767	25.399	0.949	3.632	1.413	17.050	3.408	34.733	84.000	8.706	0	0.000	115.818
Ast�rias	south	south1	59.233413	371222.1054	7344123.834	14.560	5.767	25.399	0.949	3.632	1.413	17.050	3.408	34.733	84.000	8.706	0	0.000	115.818
Ast�rias	south	south1	59.233413	371222.1054	7344123.834	14.160	5.767	25.399	0.949	3.632	1.413	17.050	3.408	34.733	84.000	8.706	0	0.000	115.818
Ast�rias	south	south1	59.233413	371222.1054	7344123.834	13.730	5.767	25.399	0.949	3.632	1.413	17.050	3.408	34.733	84.000	8.706	0	0.000	115.818
Ast�rias	south	south1	59.233413	371222.1054	7344123.834	14.510	5.767	25.399	0.949	3.632	1.413	17.050	3.408	34.733	84.000	8.706	0	0.000	115.818
Ast�rias	south	south1	59.233413	371222.1054	7344123.834	15.550	5.767	25.399	0.949	3.632	1.413	17.050	3.408	34.733	84.000	8.706	0	0.000	115.818
Ast�rias	south	south1	59.233413	371222.1054	7344123.834	17.280	5.767	25.399	0.949	3.632	1.413	17.050	3.408	34.733	84.000	8.706	0	0.000	115.818
Ast�rias	south	south1	59.233413	371222.1054	7344123.834	15.470	5.767	25.399	0.949	3.632	1.413	17.050	3.408	34.733	84.000	8.706	0	0.000	115.818
Ast�rias	south	south1	59.233413	371222.1054	7344123.834	14.660	5.767	25.399	0.949	3.632	1.413	17.050	3.408	34.733	84.000	8.706	0	0.000	115.818
Ast�rias	south	south1	59.233413	371222.1054	7344123.834	14.840	5.767	25.399	0.949	3.632	1.413	17.050	3.408	34.733	84.000	8.706	0	0.000	115.818
Ast�rias	south	south1	59.233413	371222.1054	7344123.834	14.230	5.767	25.399	0.949	3.632	1.413	17.050	3.408	34.733	84.000	8.706	0	0.000	115.818
Ast�rias	south	south1	59.233413	371222.1054	7344123.834	12.950	5.767	25.399	0.949	3.632	1.413	17.050	3.408	34.733	84.000	8.706	0	0.000	115.818
Ast�rias	south	south1	59.233413	371222.1054	7344123.834	13.900	5.767	25.399	0.949	3.632	1.413	17.050	3.408	34.733	84.000	8.706	0	0.000	115.818
Ast�rias	south	south1	59.233413	371222.1054	7344123.834	15.730	5.767	25.399	0.949	3.632	1.413	17.050	3.408	34.733	84.000	8.706	0	0.000	115.818
Ast�rias	south	south1	59.233413	371222.1054	7344123.834	14.950	5.767	25.399	0.949	3.632	1.413	17.050	3.408	34.733	84.000	8.706	0	0.000	115.818
Ast�rias	south	south1	59.233413	371222.1054	7344123.834	14.570	5.767	25.399	0.949	3.632	1.413	17.050	3.408	34.733	84.000	8.706	0	0.000	115.818
Ast�rias	south	south1	59.233413	371222.1054	7344123.834	16.490	5.767	25.399	0.949	3.632	1.413	17.050	3.408	34.733	84.000	8.706	0	0.000	115.818
Ast�rias	south	south1	59.233413	371222.1054	7344123.834	14.270	5.767	25.399	0.949	3.632	1.413	17.050	3.408	34.733	84.000	8.706	0	0.000	115.818
Ast�rias	south	south1	59.233413	371222.1054	7344123.834	14.000	5.767	25.399	0.949	3.632	1.413	17.050	3.408	34.733	84.000	8.706	0	0.000	115.818
Ast�rias	south	south1	59.233413	371222.1054	7344123.834	13.560	5.767	25.399	0.949	3.632	1.413	17.050	3.408	34.733	84.000	8.706	0	0.000	115.818
Ast�rias	south	south1	59.233413	371222.1054	7344123.834	13.540	5.767	25.399	0.949	3.632	1.413	17.050	3.408	34.733	84.000	8.706	0	0.000	115.818
Ast�rias	south	south1	59.233413	371222.1054	7344123.834	13.700	5.767	25.399	0.949	3.632	1.413	17.050	3.408	34.733	84.000	8.706	0	0.000	115.818
Ast�rias	south	south1	59.233413	371222.1054	7344123.834	13.030	5.767	25.399	0.949	3.632	1.413	17.050	3.408	34.733	84.000	8.706	0	0.000	115.818
Ast�rias	south	south1	59.233413	371222.1054	7344123.834	13.440	5.767	25.399	0.949	3.632	1.413	17.050	3.408	34.733	84.000	8.706	0	0.000	115.818
Ast�rias	south	south1	59.233413	371222.1054	7344123.834	12.910	5.767	25.399	0.949	3.632	1.413	17.050	3.408	34.733	84.000	8.706	0	0.000	115.818
Ast�rias	south	south1	59.233413	371222.1054	7344123.834	12.260	5.767	25.399	0.949	3.632	1.413	17.050	3.408	34.733	84.000	8.706	0	0.000	115.818
Ast�rias	south	south1	59.233413	371222.1054	7344123.834	13.760	5.767	25.399	0.949	3.632	1.413	17.050	3.408	34.733	84.000	8.706	0	0.000	115.818
Ast�rias	south	south1	59.233413	371222.1054	7344123.834	14.120	5.767	25.399	0.949	3.632	1.413	17.050	3.408	34.733	84.000	8.706	0	0.000	115.818
Ast�rias	south	south1	59.233413	371222.1054	7344123.834	13.990	5.767	25.399	0.949	3.632	1.413	17.050	3.408	34.733	84.000	8.706	0	0.000	115.818
Ast�rias	south	south1	59.233413	371222.1054	7344123.834	13.400	5.767	25.399	0.949	3.632	1.413	17.050	3.408	34.733	84.000	8.706	0	0.000	115.818
Ast�rias	south	south1	59.233413	371222.1054	7344123.834	14.440	5.767	25.399	0.949	3.632	1.413	17.050	3.408	34.733	84.000	8.706	0	0.000	115.818
Ast�rias	south	south1	59.233413	371222.1054	7344123.834	12.220	5.767	25.399	0.949	3.632	1.413	17.050	3.408	34.733	84.000	8.706	0	0.000	115.818
Ast�rias	south	south1	59.233413	371222.1054	7344123.834	14.000	5.767	25.399	0.949	3.632	1.413	17.050	3.408	34.733	84.000	8.706	0	0.000	115.818
Ast�rias	south	south1	59.233413	371222.1054	7344123.834	13.460	5.767	25.399	0.949	3.632	1.413	17.050	3.408	34.733	84.000	8.706	0	0.000	115.818
Ast�rias	south	south1	59.233413	371222.1054	7344123.834	13.440	5.767	25.399	0.949	3.632	1.413	17.050	3.408	34.733	84.000	8.706	0	0.000	115.818
Ast�rias	south	south1	59.233413	371222.1054	7344123.834	14.860	5.767	25.399	0.949	3.632	1.413	17.050	3.408	34.733	84.000	8.706	0	0.000	115.818
Ast�rias	south	south1	59.233413	371222.1054	7344123.834	13.030	5.767	25.399	0.949	3.632	1.413	17.050	3.408	34.733	84.000	8.706	0	0.000	115.818
Ast�rias	south	south1	59.233413	371222.1054	7344123.834	14.320	5.767	25.399	0.949	3.632	1.413	17.050	3.408	34.733	84.000	8.706	0	0.000	115.818
Ast�rias	south	south1	59.233413	371222.1054	7344123.834	12.560	5.767	25.399	0.949	3.632	1.413	17.050	3.408	34.733	84.000	8.706	0	0.000	115.818
Ast�rias	south	south1	59.233413	371222.1054	7344123.834	13.060	5.767	25.399	0.949	3.632	1.413	17.050	3.408	34.733	84.000	8.706	0	0.000	115.818
Ast�rias	south	south1	59.233413	371222.1054	7344123.834	13.190	5.767	25.399	0.949	3.632	1.413	17.050	3.408	34.733	84.000	8.706	0	0.000	115.818
Ast�rias	south	south1	59.233413	371222.1054	7344123.834	12.980	5.767	25.399	0.949	3.632	1.413	17.050	3.408	34.733	84.000	8.706	0	0.000	115.818
Ast�rias	south	south1	59.233413	371222.1054	7344123.834	11.810	5.767	25.399	0.949	3.632	1.413	17.050	3.408	34.733	84.000	8.706	0	0.000	115.818
Ast�rias	south	south1	59.233413	371222.1054	7344123.834	13.230	5.767	25.399	0.949	3.632	1.413	17.050	3.408	34.733	84.000	8.706	0	0.000	115.818
Ast�rias	south	south1	59.233413	371222.1054	7344123.834	13.570	5.767	25.399	0.949	3.632	1.413	17.050	3.408	34.733	84.000	8.706	0	0.000	115.818
Ast�rias	south	south1	59.233413	371222.1054	7344123.834	12.740	5.767	25.399	0.949	3.632	1.413	17.050	3.408	34.733	84.000	8.706	0	0.000	115.818
Ast�rias	south	south1	59.233413	371222.1054	7344123.834	13.140	5.767	25.399	0.949	3.632	1.413	17.050	3.408	34.733	84.000	8.706	0	0.000	115.818
Ast�rias	south	south1	59.233413	371222.1054	7344123.834	13.450	5.767	25.399	0.949	3.632	1.413	17.050	3.408	34.733	84.000	8.706	0	0.000	115.818
Ast�rias	south	south1	59.233413	371222.1054	7344123.834	11.200	5.767	25.399	0.949	3.632	1.413	17.050	3.408	34.733	84.000	8.706	0	0.000	115.818
Ast�rias	south	south1	59.233413	371222.1054	7344123.834	11.690	5.767	25.399	0.949	3.632	1.413	17.050	3.408	34.733	84.000	8.706	0	0.000	115.818
Ast�rias	south	south1	59.233413	371222.1054	7344123.834	10.600	5.767	25.399	0.949	3.632	1.413	17.050	3.408	34.733	84.000	8.706	0	0.000	115.818
Ast�rias	south	south1	59.233413	371222.1054	7344123.834	11.400	5.767	25.399	0.949	3.632	1.413	17.050	3.408	34.733	84.000	8.706	0	0.000	115.818
Ast�rias	south	south1	59.233413	371222.1054	7344123.834	10.580	5.767	25.399	0.949	3.632	1.413	17.050	3.408	34.733	84.000	8.706	0	0.000	115.818
Ast�rias	south	south1	59.233413	371222.1054	7344123.834	11.620	5.767	25.399	0.949	3.632	1.413	17.050	3.408	34.733	84.000	8.706	0	0.000	115.818
Ast�rias	south	south1	59.233413	371222.1054	7344123.834	10.580	5.767	25.399	0.949	3.632	1.413	17.050	3.408	34.733	84.000	8.706	0	0.000	115.818
Ast�rias	south	south1	59.233413	371222.1054	7344123.834	9.650	5.767	25.399	0.949	3.632	1.413	17.050	3.408	34.733	84.000	8.706	0	0.000	115.818
Ast�rias	south	south1	59.233413	371222.1054	7344123.834	9.840	5.767	25.399	0.949	3.632	1.413	17.050	3.408	34.733	84.000	8.706	0	0.000	115.818
Ast�rias	south	south1	59.233413	371222.1054	7344123.834	10.110	5.767	25.399	0.949	3.632	1.413	17.050	3.408	34.733	84.000	8.706	0	0.000	115.818
Ast�rias	south	south1	59.233413	371222.1054	7344123.834	9.770	5.767	25.399	0.949	3.632	1.413	17.050	3.408	34.733	84.000	8.706	0	0.000	115.818
Ast�rias	south	south1	59.233413	371222.1054	7344123.834	7.960	5.767	25.399	0.949	3.632	1.413	17.050	3.408	34.733	84.000	8.706	0	0.000	115.818
Ast�rias	south	south1	59.233413	371222.1054	7344123.834	6.090	5.767	25.399	0.949	3.632	1.413	17.050	3.408	34.733	84.000	8.706	0	0.000	115.818
Ast�rias	south	south1	59.233413	371222.1054	7344123.834	6.770	5.767	25.399	0.949	3.632	1.413	17.050	3.408	34.733	84.000	8.706	0	0.000	115.818
Ast�rias	south	south1	59.233413	371222.1054	7344123.834	8.770	5.767	25.399	0.949	3.632	1.413	17.050	3.408	34.733	84.000	8.706	0	0.000	115.818
Ast�rias	south	south1	59.233413	371222.1054	7344123.834	9.360	5.767	25.399	0.949	3.632	1.413	17.050	3.408	34.733	84.000	8.706	0	0.000	115.818
Enseada (Guarujá)	south	south1	61.627727	373103.9892	7345856.002	29.370	6.934	25.436	0.922	3.911	1.044	12.400	2.719	19.467	91.000	8.411	1	7.084	NA
Enseada (Guarujá)	south	south1	61.627727	373103.9892	7345856.002	26.970	6.934	25.436	0.922	3.911	1.044	12.400	2.719	19.467	91.000	8.411	1	7.084	NA
Enseada (Guarujá)	south	south1	61.627727	373103.9892	7345856.002	26.910	6.934	25.436	0.922	3.911	1.044	12.400	2.719	19.467	91.000	8.411	1	7.084	NA
Enseada (Guarujá)	south	south1	61.627727	373103.9892	7345856.002	28.200	6.934	25.436	0.922	3.911	1.044	12.400	2.719	19.467	91.000	8.411	1	7.084	NA
Enseada (Guarujá)	south	south1	61.627727	373103.9892	7345856.002	24.430	6.934	25.436	0.922	3.911	1.044	12.400	2.719	19.467	91.000	8.411	1	7.084	NA
Enseada (Guarujá)	south	south1	61.627727	373103.9892	7345856.002	22.970	6.934	25.436	0.922	3.911	1.044	12.400	2.719	19.467	91.000	8.411	1	7.084	NA
Enseada (Guarujá)	south	south1	61.627727	373103.9892	7345856.002	19.840	6.934	25.436	0.922	3.911	1.044	12.400	2.719	19.467	91.000	8.411	1	7.084	NA
Enseada (Guarujá)	south	south1	61.627727	373103.9892	7345856.002	21.470	6.934	25.436	0.922	3.911	1.044	12.400	2.719	19.467	91.000	8.411	1	7.084	NA
Enseada (Guarujá)	south	south1	61.627727	373103.9892	7345856.002	20.490	6.934	25.436	0.922	3.911	1.044	12.400	2.719	19.467	91.000	8.411	1	7.084	NA
Enseada (Guarujá)	south	south1	61.627727	373103.9892	7345856.002	20.430	6.934	25.436	0.922	3.911	1.044	12.400	2.719	19.467	91.000	8.411	1	7.084	NA
Enseada (Guarujá)	south	south1	61.627727	373103.9892	7345856.002	23.400	6.934	25.436	0.922	3.911	1.044	12.400	2.719	19.467	91.000	8.411	1	7.084	NA
Enseada (Guarujá)	south	south1	61.627727	373103.9892	7345856.002	21.050	6.934	25.436	0.922	3.911	1.044	12.400	2.719	19.467	91.000	8.411	1	7.084	NA
Enseada (Guarujá)	south	south1	61.627727	373103.9892	7345856.002	20.970	6.934	25.436	0.922	3.911	1.044	12.400	2.719	19.467	91.000	8.411	1	7.084	NA
Enseada (Guarujá)	south	south1	61.627727	373103.9892	7345856.002	21.010	6.934	25.436	0.922	3.911	1.044	12.400	2.719	19.467	91.000	8.411	1	7.084	NA
Enseada (Guarujá)	south	south1	61.627727	373103.9892	7345856.002	21.050	6.934	25.436	0.922	3.911	1.044	12.400	2.719	19.467	91.000	8.411	1	7.084	NA
Enseada (Guarujá)	south	south1	61.627727	373103.9892	7345856.002	20.160	6.934	25.436	0.922	3.911	1.044	12.400	2.719	19.467	91.000	8.411	1	7.084	NA
Enseada (Guarujá)	south	south1	61.627727	373103.9892	7345856.002	20.750	6.934	25.436	0.922	3.911	1.044	12.400	2.719	19.467	91.000	8.411	1	7.084	NA
Enseada (Guarujá)	south	south1	61.627727	373103.9892	7345856.002	18.870	6.934	25.436	0.922	3.911	1.044	12.400	2.719	19.467	91.000	8.411	1	7.084	NA
Enseada (Guarujá)	south	south1	61.627727	373103.9892	7345856.002	20.420	6.934	25.436	0.922	3.911	1.044	12.400	2.719	19.467	91.000	8.411	1	7.084	NA
Enseada (Guarujá)	south	south1	61.627727	373103.9892	7345856.002	18.970	6.934	25.436	0.922	3.911	1.044	12.400	2.719	19.467	91.000	8.411	1	7.084	NA
Enseada (Guarujá)	south	south1	61.627727	373103.9892	7345856.002	18.300	6.934	25.436	0.922	3.911	1.044	12.400	2.719	19.467	91.000	8.411	1	7.084	NA
Enseada (Guarujá)	south	south1	61.627727	373103.9892	7345856.002	17.270	6.934	25.436	0.922	3.911	1.044	12.400	2.719	19.467	91.000	8.411	1	7.084	NA
Éden	south	south1	67.720886	379312.8236	7346733.525	31.830	4.568	25.402	0.859	3.900	1.312	39.950	3.218	1.867	80.000	7.319	0	0.000	94.811
Éden	south	south1	67.720886	379312.8236	7346733.525	30.060	4.568	25.402	0.859	3.900	1.312	39.950	3.218	1.867	80.000	7.319	0	0.000	94.811
Éden	south	south1	67.720886	379312.8236	7346733.525	28.310	4.568	25.402	0.859	3.900	1.312	39.950	3.218	1.867	80.000	7.319	0	0.000	94.811
Éden	south	south1	67.720886	379312.8236	7346733.525	26.600	4.568	25.402	0.859	3.900	1.312	39.950	3.218	1.867	80.000	7.319	0	0.000	94.811
Éden	south	south1	67.720886	379312.8236	7346733.525	25.180	4.568	25.402	0.859	3.900	1.312	39.950	3.218	1.867	80.000	7.319	0	0.000	94.811
Éden	south	south1	67.720886	379312.8236	7346733.525	22.850	4.568	25.402	0.859	3.900	1.312	39.950	3.218	1.867	80.000	7.319	0	0.000	94.811
Éden	south	south1	67.720886	379312.8236	7346733.525	21.710	4.568	25.402	0.859	3.900	1.312	39.950	3.218	1.867	80.000	7.319	0	0.000	94.811
Éden	south	south1	67.720886	379312.8236	7346733.525	25.730	4.568	25.402	0.859	3.900	1.312	39.950	3.218	1.867	80.000	7.319	0	0.000	94.811
Éden	south	south1	67.720886	379312.8236	7346733.525	24.810	4.568	25.402	0.859	3.900	1.312	39.950	3.218	1.867	80.000	7.319	0	0.000	94.811
Éden	south	south1	67.720886	379312.8236	7346733.525	24.400	4.568	25.402	0.859	3.900	1.312	39.950	3.218	1.867	80.000	7.319	0	0.000	94.811
Éden	south	south1	67.720886	379312.8236	7346733.525	23.130	4.568	25.402	0.859	3.900	1.312	39.950	3.218	1.867	80.000	7.319	0	0.000	94.811
Éden	south	south1	67.720886	379312.8236	7346733.525	22.220	4.568	25.402	0.859	3.900	1.312	39.950	3.218	1.867	80.000	7.319	0	0.000	94.811
Éden	south	south1	67.720886	379312.8236	7346733.525	20.120	4.568	25.402	0.859	3.900	1.312	39.950	3.218	1.867	80.000	7.319	0	0.000	94.811
Éden	south	south1	67.720886	379312.8236	7346733.525	19.430	4.568	25.402	0.859	3.900	1.312	39.950	3.218	1.867	80.000	7.319	0	0.000	94.811
Éden	south	south1	67.720886	379312.8236	7346733.525	20.220	4.568	25.402	0.859	3.900	1.312	39.950	3.218	1.867	80.000	7.319	0	0.000	94.811
Éden	south	south1	67.720886	379312.8236	7346733.525	19.520	4.568	25.402	0.859	3.900	1.312	39.950	3.218	1.867	80.000	7.319	0	0.000	94.811
Éden	south	south1	67.720886	379312.8236	7346733.525	19.260	4.568	25.402	0.859	3.900	1.312	39.950	3.218	1.867	80.000	7.319	0	0.000	94.811
Éden	south	south1	67.720886	379312.8236	7346733.525	18.580	4.568	25.402	0.859	3.900	1.312	39.950	3.218	1.867	80.000	7.319	0	0.000	94.811
Éden	south	south1	67.720886	379312.8236	7346733.525	18.120	4.568	25.402	0.859	3.900	1.312	39.950	3.218	1.867	80.000	7.319	0	0.000	94.811
Éden	south	south1	67.720886	379312.8236	7346733.525	17.710	4.568	25.402	0.859	3.900	1.312	39.950	3.218	1.867	80.000	7.319	0	0.000	94.811
Éden	south	south1	67.720886	379312.8236	7346733.525	13.840	4.568	25.402	0.859	3.900	1.312	39.950	3.218	1.867	80.000	7.319	0	0.000	94.811
Éden	south	south1	67.720886	379312.8236	7346733.525	12.280	4.568	25.402	0.859	3.900	1.312	39.950	3.218	1.867	80.000	7.319	0	0.000	94.811
Éden	south	south1	67.720886	379312.8236	7346733.525	10.680	4.568	25.402	0.859	3.900	1.312	39.950	3.218	1.867	80.000	7.319	0	0.000	94.811
Éden	south	south1	67.720886	379312.8236	7346733.525	11.590	4.568	25.402	0.859	3.900	1.312	39.950	3.218	1.867	80.000	7.319	0	0.000	94.811
Éden	south	south1	67.720886	379312.8236	7346733.525	10.830	4.568	25.402	0.859	3.900	1.312	39.950	3.218	1.867	80.000	7.319	0	0.000	94.811
Éden	south	south1	67.720886	379312.8236	7346733.525	10.610	4.568	25.402	0.859	3.900	1.312	39.950	3.218	1.867	80.000	7.319	0	0.000	94.811
Éden	south	south1	67.720886	379312.8236	7346733.525	10.460	4.568	25.402	0.859	3.900	1.312	39.950	3.218	1.867	80.000	7.319	0	0.000	94.811
Éden	south	south1	67.720886	379312.8236	7346733.525	10.850	4.568	25.402	0.859	3.900	1.312	39.950	3.218	1.867	80.000	7.319	0	0.000	94.811
Éden	south	south1	67.720886	379312.8236	7346733.525	10.430	4.568	25.402	0.859	3.900	1.312	39.950	3.218	1.867	80.000	7.319	0	0.000	94.811
Sorocotuba	south	south1	67.88415	379276.7261	7347274.728	39.070	4.629	25.439	0.851	3.841	1.431	33.650	4.079	35.733	80.000	9.023	0	0.000	90.513
Sorocotuba	south	south1	67.88415	379276.7261	7347274.728	37.500	4.629	25.439	0.851	3.841	1.431	33.650	4.079	35.733	80.000	9.023	0	0.000	90.513
Sorocotuba	south	south1	67.88415	379276.7261	7347274.728	34.220	4.629	25.439	0.851	3.841	1.431	33.650	4.079	35.733	80.000	9.023	0	0.000	90.513
Sorocotuba	south	south1	67.88415	379276.7261	7347274.728	33.480	4.629	25.439	0.851	3.841	1.431	33.650	4.079	35.733	80.000	9.023	0	0.000	90.513
Sorocotuba	south	south1	67.88415	379276.7261	7347274.728	31.550	4.629	25.439	0.851	3.841	1.431	33.650	4.079	35.733	80.000	9.023	0	0.000	90.513
Sorocotuba	south	south1	67.88415	379276.7261	7347274.728	28.800	4.629	25.439	0.851	3.841	1.431	33.650	4.079	35.733	80.000	9.023	0	0.000	90.513
Sorocotuba	south	south1	67.88415	379276.7261	7347274.728	28.090	4.629	25.439	0.851	3.841	1.431	33.650	4.079	35.733	80.000	9.023	0	0.000	90.513
Sorocotuba	south	south1	67.88415	379276.7261	7347274.728	25.260	4.629	25.439	0.851	3.841	1.431	33.650	4.079	35.733	80.000	9.023	0	0.000	90.513
Pernambuco	south	south1	68.432329	379518.7055	7348143.836	49.530	5.843	24.923	0.839	3.902	1.280	25.200	3.522	20.867	63.400	9.561	1	0.370	91.074
Pernambuco	south	south1	68.432329	379518.7055	7348143.836	37.680	5.843	24.923	0.839	3.902	1.280	25.200	3.522	20.867	63.400	9.561	1	0.370	91.074
Pernambuco	south	south1	68.432329	379518.7055	7348143.836	37.160	5.843	24.923	0.839	3.902	1.280	25.200	3.522	20.867	63.400	9.561	1	0.370	91.074
Pernambuco	south	south1	68.432329	379518.7055	7348143.836	30.500	5.843	24.923	0.839	3.902	1.280	25.200	3.522	20.867	63.400	9.561	1	0.370	91.074
Pernambuco	south	south1	68.432329	379518.7055	7348143.836	29.710	5.843	24.923	0.839	3.902	1.280	25.200	3.522	20.867	63.400	9.561	1	0.370	91.074
